"Samples.DateAndTime","Samples.Site","Sites.Name","Samples.Location","Locations.Name","Samples.Sample","Samples.TakenBy","Laboratories.Name","Samples.LabRef","SampleDepths.DepthNo","SampleDepths.DepthTime","SampleDepths.Depth","SampleValues.Param","Params.Name","Params.Units","SampleValues.Val","SampleValues.Qualifier","SampleValues.Quality","Samples.Comments","SampleDepths.Comments","SampleValues.Comments","Params.BioKingdom","Params.BioPhylum","Params.BioClass","Params.BioOrder","Params.BioFamily","Params.BioGenus","Params.BioSpecies","Datasets"
2012-05-09 16:35:00,462,"WOODS LAKE",7,"WHMS South West",75054,"IFS","IFS","",1,2012-05-09 16:35:00,0.200000000,266.01,"Dissolved Oxygen (DO %)","Percent Saturation",99.9,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:35:00,462,"WOODS LAKE",7,"WHMS South West",75054,"IFS","IFS","",1,2012-05-09 16:35:00,0.200000000,431.02,"Chlorophyll C","ug/L",0.04,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:35:00,462,"WOODS LAKE",7,"WHMS South West",75054,"IFS","IFS","",1,2012-05-09 16:35:00,0.200000000,431.01,"Chlorophyll B","ug/l",-0.16,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:35:00,462,"WOODS LAKE",7,"WHMS South West",75054,"IFS","IFS","",1,2012-05-09 16:35:00,0.200000000,431.00,"Chlorophyll A (or Chlorophyll)","ug/L",2.18,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:35:00,462,"WOODS LAKE",7,"WHMS South West",75054,"IFS","IFS","",1,2012-05-09 16:35:00,0.200000000,431.03,"Chlorophyll A (Phaeophytin Corrected)","ug/l",1.02,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:35:00,462,"WOODS LAKE",7,"WHMS South West",75054,"IFS","IFS","",1,2012-05-09 16:35:00,0.200000000,433.00,"Phaeophytin","ug/l",1.24,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:45:00,462,"WOODS LAKE",8,"WHMS W1 - IFC W1",75053,"IFS","IFS","",1,2012-05-09 16:45:00,0.200000000,266.01,"Dissolved Oxygen (DO %)","Percent Saturation",102.2,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:45:00,462,"WOODS LAKE",8,"WHMS W1 - IFC W1",75053,"IFS","IFS","",1,2012-05-09 16:45:00,0.200000000,266.00,"Dissolved Oxygen (DO mg/l)","mg/l",10.65,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:45:00,462,"WOODS LAKE",8,"WHMS W1 - IFC W1",75053,"IFS","IFS","",1,2012-05-09 16:45:00,0.200000000,154.10,"pH field","",8.2,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:45:00,462,"WOODS LAKE",8,"WHMS W1 - IFC W1",75053,"IFS","IFS","",1,2012-05-09 16:45:00,0.200000000,151.00,"Redox US Stnd Oxid","mV",140.0,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:45:00,462,"WOODS LAKE",8,"WHMS W1 - IFC W1",75053,"IFS","IFS","",1,2012-05-09 16:45:00,0.200000000,141.01,"Conductivity @ TRef 25","uS/cm (25 TRef)",65.0,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:45:00,462,"WOODS LAKE",8,"WHMS W1 - IFC W1",75053,"IFS","IFS","",1,2012-05-09 16:45:00,0.200000000,103.02,"Sample - Volume Filtered","Millilitres",800.0,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:45:00,462,"WOODS LAKE",8,"WHMS W1 - IFC W1",75053,"IFS","IFS","",1,2012-05-09 16:45:00,0.200000000,101.00,"Water Temperature","Degrees C",9.5,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:45:00,462,"WOODS LAKE",8,"WHMS W1 - IFC W1",75053,"IFS","IFS","",1,2012-05-09 16:45:00,0.200000000,136.05,"Turbidity Filtered","FTU",2.22,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:45:00,462,"WOODS LAKE",8,"WHMS W1 - IFC W1",75053,"IFS","IFS","",1,2012-05-09 16:45:00,0.200000000,136.01,"Turbidity","NTU",4.2,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:45:00,462,"WOODS LAKE",8,"WHMS W1 - IFC W1",75053,"IFS","IFS","",1,2012-05-09 16:45:00,0.200000000,433.00,"Phaeophytin","ug/l",1.08,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:45:00,462,"WOODS LAKE",8,"WHMS W1 - IFC W1",75053,"IFS","IFS","",1,2012-05-09 16:45:00,0.200000000,431.03,"Chlorophyll A (Phaeophytin Corrected)","ug/l",1.61,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:45:00,462,"WOODS LAKE",8,"WHMS W1 - IFC W1",75053,"IFS","IFS","",1,2012-05-09 16:45:00,0.200000000,431.00,"Chlorophyll A (or Chlorophyll)","ug/L",2.35,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:45:00,462,"WOODS LAKE",8,"WHMS W1 - IFC W1",75053,"IFS","IFS","",1,2012-05-09 16:45:00,0.200000000,431.01,"Chlorophyll B","ug/l",-0.21,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:45:00,462,"WOODS LAKE",8,"WHMS W1 - IFC W1",75053,"IFS","IFS","",1,2012-05-09 16:45:00,0.200000000,431.02,"Chlorophyll C","ug/L",0.06,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:10:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",75052,"IFS","IFS","",1,2012-05-09 16:10:00,0.200000000,136.05,"Turbidity Filtered","FTU",1.87,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Duplicates and blanks taken for AST samples, chlorophyll and filtered turbidity. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","Duplicate = 1.9 NTU, Blank = 0.2 NTU","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:10:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",75052,"IFS","IFS","",1,2012-05-09 16:10:00,0.200000000,136.01,"Turbidity","NTU",3.7,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Duplicates and blanks taken for AST samples, chlorophyll and filtered turbidity. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:10:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",75052,"IFS","IFS","",1,2012-05-09 16:10:00,0.200000000,141.01,"Conductivity @ TRef 25","uS/cm (25 TRef)",65.0,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Duplicates and blanks taken for AST samples, chlorophyll and filtered turbidity. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:10:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",75052,"IFS","IFS","",1,2012-05-09 16:10:00,0.200000000,101.00,"Water Temperature","Degrees C",9.2,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Duplicates and blanks taken for AST samples, chlorophyll and filtered turbidity. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:10:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",75052,"IFS","IFS","",1,2012-05-09 16:10:00,0.200000000,103.02,"Sample - Volume Filtered","Millilitres",800.0,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Duplicates and blanks taken for AST samples, chlorophyll and filtered turbidity. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:10:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",75052,"IFS","IFS","",1,2012-05-09 16:10:00,0.200000000,151.00,"Redox US Stnd Oxid","mV",116.0,"",,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Duplicates and blanks taken for AST samples, chlorophyll and filtered turbidity. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:10:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",75052,"IFS","IFS","",1,2012-05-09 16:10:00,0.200000000,154.10,"pH field","",8.1,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Duplicates and blanks taken for AST samples, chlorophyll and filtered turbidity. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:10:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",75052,"IFS","IFS","",1,2012-05-09 16:10:00,0.200000000,266.00,"Dissolved Oxygen (DO mg/l)","mg/l",10.47,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Duplicates and blanks taken for AST samples, chlorophyll and filtered turbidity. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:10:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",75052,"IFS","IFS","",1,2012-05-09 16:10:00,0.200000000,266.01,"Dissolved Oxygen (DO %)","Percent Saturation",99.7,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Duplicates and blanks taken for AST samples, chlorophyll and filtered turbidity. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:10:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",75052,"IFS","IFS","",1,2012-05-09 16:10:00,0.200000000,431.02,"Chlorophyll C","ug/L",0.2,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Duplicates and blanks taken for AST samples, chlorophyll and filtered turbidity. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","Duplicate = 0.41 ug/L Blank = -0.03 ug/L","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:10:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",75052,"IFS","IFS","",1,2012-05-09 16:10:00,0.200000000,431.03,"Chlorophyll A (Phaeophytin Corrected)","ug/l",1.15,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Duplicates and blanks taken for AST samples, chlorophyll and filtered turbidity. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","Duplicate = 1.23 ug/L Blank = -0.04 ug/L","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:10:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",75052,"IFS","IFS","",1,2012-05-09 16:10:00,0.200000000,431.01,"Chlorophyll B","ug/l",-0.13,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Duplicates and blanks taken for AST samples, chlorophyll and filtered turbidity. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","Duplicate = -0.03 ug/L Blank = -0.08 ug/L","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:10:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",75052,"IFS","IFS","",1,2012-05-09 16:10:00,0.200000000,431.00,"Chlorophyll A (or Chlorophyll)","ug/L",2.29,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Duplicates and blanks taken for AST samples, chlorophyll and filtered turbidity. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","Duplicate = 2.29 ug/L Blank = -0.09 ug/L","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:10:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",75052,"IFS","IFS","",1,2012-05-09 16:10:00,0.200000000,433.00,"Phaeophytin","ug/l",1.78,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Duplicates and blanks taken for AST samples, chlorophyll and filtered turbidity. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","Duplicate = 1.73 ug/L Blank = -0.09 ug/L","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:10:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",75052,"IFS","IFS","",1,2012-05-09 16:10:00,0.200000000,452.00,"Algal Count Reference No","AST Lab Reference",0.0,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Duplicates and blanks taken for AST samples, chlorophyll and filtered turbidity. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-03-21 15:25:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",74910,"IFS","Analytical Services","211247",1,2012-03-21 15:25:00,0.200000000,268.14,"Phosphorus as P - Total","mg/l",0.011,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 53213. Weather calm Air 10 deg C. Drizzle. Bi-monthly sampling by IFSBC. Entered by TS","Water grab sample","Total Nutrients by Kjeldahl Digest and FIA","","","","","","","","ERROR No DataSets for Sample Id '74910'"
2012-03-21 15:25:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",74910,"IFS","Analytical Services","211247",1,2012-03-21 15:25:00,0.200000000,312.00,"Alkalinity - Total","mg/l",17.0,"",23,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 53213. Weather calm Air 10 deg C. Drizzle. Bi-monthly sampling by IFSBC. Entered by TS","Water grab sample","Sample holding time has been exceeded","","","","","","","","ERROR No DataSets for Sample Id '74910'"
2012-03-21 15:25:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",74910,"IFS","Analytical Services","211247",1,2012-03-21 15:25:00,0.200000000,268.18,"Phosphorous - Reactive - Filtered","mg/l",0.005,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 53213. Weather calm Air 10 deg C. Drizzle. Bi-monthly sampling by IFSBC. Entered by TS","Water grab sample","Dissolved nutrients by FIA","","","","","","","","ERROR No DataSets for Sample Id '74910'"
2012-03-21 15:25:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",74910,"IFS","Analytical Services","211247",1,2012-03-21 15:25:00,0.200000000,260.02,"Nitrate as N","mg/l",0.002,"<",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 53213. Weather calm Air 10 deg C. Drizzle. Bi-monthly sampling by IFSBC. Entered by TS","Water grab sample","Dissolved Nutrients by FIA <0.002 below detection limit","","","","","","","","ERROR No DataSets for Sample Id '74910'"
2012-03-21 15:25:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",74910,"IFS","Analytical Services","211247",1,2012-03-21 15:25:00,0.200000000,260.01,"Nitrite as N","mg/l",0.002,"<",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 53213. Weather calm Air 10 deg C. Drizzle. Bi-monthly sampling by IFSBC. Entered by TS","Water grab sample","Dissolved Nutrients by FIA <0.002 below detection limit","","","","","","","","ERROR No DataSets for Sample Id '74910'"
2012-03-21 15:25:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",74910,"IFS","Analytical Services","211247",1,2012-03-21 15:25:00,0.200000000,260.04,"Ammonia as N","mg/l",0.002,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 53213. Weather calm Air 10 deg C. Drizzle. Bi-monthly sampling by IFSBC. Entered by TS","Water grab sample","Dissolved Nutrients by FIA","","","","","","","","ERROR No DataSets for Sample Id '74910'"
2012-03-21 15:25:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",74910,"IFS","Analytical Services","211247",1,2012-03-21 15:25:00,0.200000000,260.03,"Oxidised Nitrite + Nitrate - Total as N","mg/L",0.002,"<",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 53213. Weather calm Air 10 deg C. Drizzle. Bi-monthly sampling by IFSBC. Entered by TS","Water grab sample","Dissolved Nutrients by FIA <0.002 below detection limit","","","","","","","","ERROR No DataSets for Sample Id '74910'"
2012-03-21 15:25:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",74910,"IFS","Analytical Services","211247",1,2012-03-21 15:25:00,0.200000000,260.08,"Kjeldahl Nitrogen (TKN) as N - Total","mg/l",0.3,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 53213. Weather calm Air 10 deg C. Drizzle. Bi-monthly sampling by IFSBC. Entered by TS","Water grab sample","","","","","","","","","ERROR No DataSets for Sample Id '74910'"
2012-03-21 15:25:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",74910,"IFS","Analytical Services","211247",1,2012-03-21 15:25:00,0.200000000,260.15,"Nitrogen - Total as N","mg/L",0.3,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 53213. Weather calm Air 10 deg C. Drizzle. Bi-monthly sampling by IFSBC. Entered by TS","Water grab sample","Total Nutrients by Kjeldahl Digest and FIA","","","","","","","","ERROR No DataSets for Sample Id '74910'"
2012-03-21 15:25:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",74910,"IFS","Analytical Services","211247",1,2012-03-21 15:25:00,0.200000000,441.01,"Organic Carbon Dissolved(DOC) SUPERSEDED","mg/l",3.6,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 53213. Weather calm Air 10 deg C. Drizzle. Bi-monthly sampling by IFSBC. Entered by TS","Water grab sample","","","","","","","","","ERROR No DataSets for Sample Id '74910'"
2012-03-21 15:25:00,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",74910,"IFS","Analytical Services","211247",1,2012-03-21 15:25:00,0.200000000,452.00,"Algal Count Reference No","AST Lab Reference",0.0,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 53213. Weather calm Air 10 deg C. Drizzle. Bi-monthly sampling by IFSBC. Entered by TS","Water grab sample","Analysis done by AWQC and AST","","","","","","","","ERROR No DataSets for Sample Id '74910'"
2012-05-09 16:05:00,462,"WOODS LAKE",6,"WHMS North",74909,"IFS","IFS","",1,2012-05-09 16:05:00,0.200000000,151.00,"Redox US Stnd Oxid","mV",161.0,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:05:00,462,"WOODS LAKE",6,"WHMS North",74909,"IFS","IFS","",1,2012-05-09 16:05:00,0.200000000,141.01,"Conductivity @ TRef 25","uS/cm (25 TRef)",65.5,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:05:00,462,"WOODS LAKE",6,"WHMS North",74909,"IFS","IFS","",1,2012-05-09 16:05:00,0.200000000,154.10,"pH field","",7.9,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:05:00,462,"WOODS LAKE",6,"WHMS North",74909,"IFS","IFS","",1,2012-05-09 16:05:00,0.200000000,103.02,"Sample - Volume Filtered","Millilitres",800.0,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:05:00,462,"WOODS LAKE",6,"WHMS North",74909,"IFS","IFS","",1,2012-05-09 16:05:00,0.200000000,101.00,"Water Temperature","Degrees C",9.3,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:05:00,462,"WOODS LAKE",6,"WHMS North",74909,"IFS","IFS","",1,2012-05-09 16:05:00,0.200000000,136.05,"Turbidity Filtered","FTU",1.89,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
2012-05-09 16:05:00,462,"WOODS LAKE",6,"WHMS North",74909,"IFS","IFS","",1,2012-05-09 16:05:00,0.200000000,136.01,"Turbidity","NTU",3.5,"",11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012. Weather calm Air 13 deg C. Sampling by IFSBC. Entered by TS","IFS Surface sample (nominal value)","","","","","","","","","SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
