"TOA5","Wind","CR200X","No_SN","CR200X.Std.01","Wind Monitoring2.CR2","57348","WindData"
"TIMESTAMP","RECORD","battVolt","windRun","windSpeed","windSpeed_Min","windSpeed_Max","windSpeed_Avg","windDir_Avg","windDir_stdDev"
"TS","RN","","","","","","","",""
"","","Smp","Smp","Smp","Min","Max","WVc","WVc","WVc"
"2016-02-10 17:40:00",39322,13.71139,7.384782E+007,3.7,2.8,6.8,4.330162,206.4106,9.852418
"2016-02-10 17:50:00",39323,13.72986,7.385021E+007,5.1,1.4,6.6,3.930001,207.3432,20.76449
"2016-02-10 18:00:00",39324,13.74749,7.385421E+007,5.3,2.1,7.7,5.158166,214.4356,12.8107
"2016-02-10 18:10:00",39325,13.12211,7.385748E+007,6.3,2.2,7.8,4.6995,204.468,16.57668
"2016-02-10 18:20:00",39326,12.99367,7.386226E+007,5,3.7,7.8,5.767171,212.8454,7.160836
"2016-02-10 18:30:00",39327,12.94583,7.386696E+007,7.1,3.3,8.6,6.3255,212.8266,11.05805
"2016-02-10 18:40:00",39328,12.92904,7.387152E+007,3.8,3.1,8.1,5.515335,215.0034,9.762465
"2016-02-10 18:50:00",39329,12.88539,7.38754E+007,5.9,3.1,7.7,4.994668,216.415,9.273886
"2016-02-10 19:00:00",39330,12.86524,7.38802E+007,5.3,4.4,8.7,5.957163,213.9024,9.440368
"2016-02-10 19:10:00",39331,12.84845,7.3885E+007,5.9,4.1,8.900001,6.2555,210.4536,8.967961
"2016-02-10 19:20:00",39332,12.84174,7.388937E+007,4.2,2.9,7.7,5.102498,206.7475,13.23707
"2016-02-10 19:30:00",39333,12.82411,7.389334E+007,4.4,2.6,6.7,4.744665,207.7732,12.3877
"2016-02-10 19:40:00",39334,12.82411,7.389729E+007,8.400001,2.9,8.8,5.036167,204.9878,12.8987
"2016-02-10 19:50:00",39335,12.82579,7.390209E+007,6,4.1,8.5,6.025836,223.0689,9.48782
"2016-02-10 20:00:00",39336,12.81571,7.390689E+007,4.5,4.4,8.400001,6.181999,229.7009,9.411472
"2016-02-10 20:10:00",39337,12.80648,7.391164E+007,6,3.9,7.1,5.482835,226.7166,8.833466
"2016-02-10 20:20:00",39338,12.80648,7.391644E+007,5.8,4.8,8.2,6.198502,231.0384,10.17625
"2016-02-10 20:30:00",39339,12.80312,7.392124E+007,7.3,4.7,8.400001,6.491499,233.3649,8.710836
"2016-02-10 20:40:00",39340,12.80144,7.392604E+007,6.6,4.8,7.9,6.083835,230.7624,9.745352
"2016-02-10 20:50:00",39341,12.78381,7.393084E+007,5.6,4.7,7.2,5.923166,232.3154,7.736619
"2016-02-10 21:00:00",39342,12.78969,7.393564E+007,6.2,4.3,8.1,5.904668,232.5276,8.627284
"2016-02-10 21:10:00",39343,12.78969,7.394044E+007,6,4.4,7.2,5.747003,226.1286,8.505694
"2016-02-10 21:20:00",39344,12.78549,7.394524E+007,4.7,4.1,7.3,5.847002,225.8662,10.04495
"2016-02-10 21:30:00",39345,12.77962,7.395E+007,6.5,3.8,7.6,5.423998,227.0462,8.786482
"2016-02-10 21:40:00",39346,12.77458,7.395478E+007,5.9,3.8,7.5,5.660666,236.9377,10.94409
"2016-02-10 21:50:00",39347,12.76787,7.395954E+007,5.7,3.9,6.8,5.133164,227.5094,7.421303
