01/01/2000 @ 00:00:00                Q255 T2  
02/01/2000 @ 00:00:00       0.000000 Q25  T2  
03/01/2000 @ 00:00:00       0.000000 Q25  T2  
04/01/2000 @ 00:00:00       0.000000 Q25  T2  
05/01/2000 @ 00:00:00       0.000000 Q25  T2  
06/01/2000 @ 00:00:00       0.000000 Q25  T2  
07/01/2000 @ 00:00:00       0.000000 Q25  T2  
08/01/2000 @ 00:00:00       0.000000 Q25  T2  
09/01/2000 @ 00:00:00       0.000000 Q25  T2  
10/01/2000 @ 00:00:00       0.000000 Q25  T2  
11/01/2000 @ 00:00:00       0.000000 Q25  T2  
12/01/2000 @ 00:00:00       0.000000 Q25  T2  
13/01/2000 @ 00:00:00       0.000000 Q25  T2  
14/01/2000 @ 00:00:00       0.000000 Q25  T2  
15/01/2000 @ 00:00:00       0.000000 Q25  T2  
16/01/2000 @ 00:00:00       0.000000 Q25  T2  
17/01/2000 @ 00:00:00       0.000000 Q25  T2  
18/01/2000 @ 00:00:00       0.000000 Q25  T2  
19/01/2000 @ 00:00:00       0.000000 Q25  T2  
20/01/2000 @ 00:00:00       0.000000 Q25  T2  
21/01/2000 @ 00:00:00       0.000000 Q25  T2  
22/01/2000 @ 00:00:00       0.000000 Q25  T2  
23/01/2000 @ 00:00:00       0.000000 Q25  T2  
24/01/2000 @ 00:00:00       0.000000 Q25  T2  
25/01/2000 @ 00:00:00       0.000000 Q25  T2  
26/01/2000 @ 00:00:00       0.000000 Q25  T2  
27/01/2000 @ 00:00:00       0.000000 Q25  T2  
28/01/2000 @ 00:00:00       0.000000 Q25  T2  
29/01/2000 @ 00:00:00       0.000000 Q25  T2  
30/01/2000 @ 00:00:00       0.000000 Q25  T2  
31/01/2000 @ 00:00:00       0.000000 Q25  T2  
01/02/2000 @ 00:00:00       0.000000 Q25  T2  
02/02/2000 @ 00:00:00       0.000000 Q25  T2  
03/02/2000 @ 00:00:00       0.000000 Q25  T2  
04/02/2000 @ 00:00:00       0.000000 Q25  T2  
05/02/2000 @ 00:00:00       0.000000 Q25  T2  
06/02/2000 @ 00:00:00       0.000000 Q25  T2  
07/02/2000 @ 00:00:00       0.000000 Q25  T2  
