"TOA5","Wind","CR200X","No_SN","CR200X.Std.01","Wind Monitoring2.CR2","57348","WindData"
"TIMESTAMP","RECORD","battVolt","windRun","windSpeed","windSpeed_Min","windSpeed_Max","windSpeed_Avg","windDir_Avg","windDir_stdDev"
"TS","RN","","","","","","","",""
"","","Smp","Smp","Smp","Min","Max","WVc","WVc","WVc"
"2016-05-09 19:30:00",51007,12.75947,5.376505E+007,0,0,3,0.8826661,299.5734,28.7915
"2016-05-09 19:40:00",51008,12.76283,5.376505E+007,0.5,0,1.1,0.1468333,330.1947,13.46864
"2016-05-09 19:50:00",51009,12.74436,5.376505E+007,0,0,1.6,0.1455,327.4822,31.75534
"2016-05-09 20:00:00",51010,12.71582,5.376505E+007,0,0,1.5,0.1616667,301.0335,12.50722
"2016-05-09 20:10:00",51011,12.72086,5.376505E+007,0,0,0,0,0,0
"2016-05-09 20:20:00",51012,12.70743,5.376505E+007,0.4,0,1.5,0.1873334,278.5204,3.004138
"2016-05-09 20:30:00",51013,12.69819,5.376505E+007,0,0,0.8,0.09600002,255.5566,6.640957
"2016-05-09 20:40:00",51014,12.68896,5.376505E+007,0,0,0,0,0,0
"2016-05-09 20:50:00",51015,12.67721,5.376505E+007,0,0,0,0,0,0
"2016-05-09 21:00:00",51016,12.66545,5.376505E+007,0,0,0,0,0,0
"2016-05-09 21:10:00",51017,12.65622,5.376505E+007,0,0,0,0,0,0
"2016-05-09 21:20:00",51018,12.65034,5.376505E+007,0,0,0,0,0,0
"2016-05-09 21:30:00",51019,12.64279,5.376505E+007,0,0,0,0,0,0
"2016-05-09 21:40:00",51020,12.63104,5.376506E+007,1.9,0,2.2,0.016,241.6946,2.676478
"2016-05-09 21:50:00",51021,12.62432,5.376526E+007,0.7,0,4.1,0.9683328,293.6351,44.60645
"2016-05-09 22:00:00",51022,12.626,5.376575E+007,1.1,0,4.5,1.1605,317.7367,39.69446
"2016-05-09 22:10:00",51023,12.61844,5.376698E+007,0.7,0.2,6.9,2.128834,320.7122,37.91811
"2016-05-09 22:20:00",51024,12.61509,5.376842E+007,1.6,0.4,7.4,2.435,315.4231,33.22167
"2016-05-09 22:30:00",51025,12.61677,5.376941E+007,1.4,0,5.8,1.903,322.6666,41.47182
"2016-05-09 22:40:00",51026,12.61425,5.377078E+007,2.1,0.1,7.9,2.363498,318.5082,36.99308
"2016-05-09 22:50:00",51027,12.61677,5.377099E+007,0,0,4.5,0.9134997,342.6942,43.68855
"2016-05-09 23:00:00",51028,12.61844,5.377124E+007,0.9,0,3.9,0.8689998,8.317517,63.00414
"2016-05-09 23:10:00",51029,12.61005,5.377174E+007,1,0,7,1.2875,315.3241,55.10884
"2016-05-09 23:20:00",51030,12.60921,5.37724E+007,2.5,0,6.6,1.275,308.3047,47.39401
"2016-05-09 23:30:00",51031,12.60753,5.377342E+007,1.5,0,8.3,1.944167,314.004,47.63998
"2016-05-09 23:40:00",51032,12.60166,5.377428E+007,0.7,0,5.2,1.836666,313.7887,35.06641
"2016-05-09 23:50:00",51033,12.6025,5.377529E+007,1.9,0.1,5.1,1.992832,316.9096,26.36874
"2016-05-10 00:00:00",51034,12.60166,5.377602E+007,1.8,0.6,4,1.7855,312.8676,27.5247
"2016-05-10 00:10:00",51035,12.6025,5.377604E+007,0,0,2.6,0.5500003,340.5784,29.94846
