"TOA5","Wind","CR200X","No_SN","CR200X.Std.01","Wind Monitoring1.CR2","57348","WindData"
"TIMESTAMP","RECORD","battVolt","windRun","windSpeed","windSpeed_Min","windSpeed_Max","windSpeed_Avg","windDir_Avg","windDir_stdDev"
"TS","RN","","","","","","","",""
"","","Smp","Smp","Smp","Min","Max","WVc","WVc","WVc"
"2016-10-13 16:30:00",74739,13.95987,1.370139E+008,4.5,3.3,6.6,5.125998,236.0386,5.631233
"2016-10-13 16:40:00",74740,13.95483,1.370139E+008,5,2.9,7.4,5.086166,233.8873,13.70946
"2016-10-13 16:50:00",74741,13.98505,1.370139E+008,4.8,3.7,6.8,5.202169,234.6914,9.051953
"2016-10-13 17:00:00",74742,13.11539,1.370139E+008,5.6,4.5,7.8,5.813503,235.024,6.694259
"2016-10-13 17:10:00",74743,13.06838,1.370139E+008,5.9,4.6,7.7,5.71033,231.6346,9.998741
"2016-10-13 17:20:00",74744,14.00436,1.370139E+008,5.6,4.1,6.8,5.401504,227.984,8.639764
"2016-10-13 17:30:00",74745,14.01107,1.370139E+008,5.6,4.1,8.2,5.582666,240.122,9.456134
"2016-10-13 17:40:00",74746,13.01046,1.37014E+008,5.8,4.3,8.5,6.031002,248.0711,12.3523
"2016-10-13 17:50:00",74747,12.9282,1.370141E+008,5.6,4,8.7,5.759667,238.3716,6.362667
"2016-10-13 18:00:00",74748,12.92148,1.370142E+008,6.6,3.4,9.1,5.572334,239.0197,8.057755
"2016-10-13 18:10:00",74749,12.9005,1.370143E+008,6.9,4.1,8.2,6.044002,237.2465,8.328718
"2016-10-13 18:20:00",74750,12.85936,1.370144E+008,5.8,4.8,8.5,6.531837,233.6704,6.922842
"2016-10-13 18:30:00",74751,12.84761,1.370147E+008,7.3,5.1,8.400001,6.738664,235.5762,6.164652
"2016-10-13 18:40:00",74752,12.83166,1.370148E+008,6,4.8,8.5,6.415332,231.4564,5.693504
"2016-10-13 18:50:00",74753,12.81403,1.370148E+008,6,4.5,8.3,6.051667,238.9874,6.783837
"2016-10-13 19:00:00",74754,12.81068,1.370149E+008,4.7,4,8.3,5.758666,241.8784,9.48077
"2016-10-13 19:10:00",74755,12.79557,1.370149E+008,6.6,3,6.9,5.081497,245.2046,9.07957
"2016-10-13 19:20:00",74756,12.79976,1.370149E+008,5.6,3.5,7.2,5.191336,236.1497,7.337138
"2016-10-13 19:30:00",74757,12.77962,1.370149E+008,4.9,3.8,7.9,5.348001,239.8442,8.923222
"2016-10-13 19:40:00",74758,12.77962,1.370149E+008,5.4,3.5,8.1,5.222001,231.7922,8.562151
"2016-10-13 19:50:00",74759,12.77878,1.370149E+008,6.9,4.1,8.400001,5.927999,234.3407,10.66789
"2016-10-13 20:00:00",74760,12.78046,1.370153E+008,5.5,5,8.6,6.496669,242.3105,6.532347
"2016-10-13 20:10:00",74761,12.7729,1.370153E+008,4.3,2.4,6.2,4.511165,231.5997,11.36074
"2016-10-13 20:20:00",74762,12.76367,1.370153E+008,5,3.7,7,5.125166,222.7508,6.923584
"2016-10-13 20:30:00",74763,12.76619,1.370153E+008,6.2,4.1,7.8,5.881999,226.9839,7.638418
"2016-10-13 20:40:00",74764,12.75359,1.370153E+008,5.4,4.2,7.7,6.020665,229.9996,6.620486
"2016-10-13 20:50:00",74765,12.7494,1.370154E+008,5.2,2.9,8.5,5.216,228.3228,11.76284
