23/11/2023 @ 11:22:50       0.030148 Q140 T1  
23/11/2023 @ 11:30:00       0.030893 Q140 T1  
23/11/2023 @ 11:45:00       0.030878 Q140 T1  
23/11/2023 @ 11:50:35       0.025861 Q140 T1  
23/11/2023 @ 12:00:00       0.030886 Q140 T1  
23/11/2023 @ 12:15:00       0.030899 Q140 T1  
23/11/2023 @ 12:30:00       0.030894 Q140 T1  
23/11/2023 @ 12:45:00       0.030893 Q140 T1  
23/11/2023 @ 13:00:00       0.030908 Q140 T1  
23/11/2023 @ 13:15:00       0.030909 Q140 T1  
23/11/2023 @ 13:30:00       0.030899 Q140 T1  
23/11/2023 @ 13:45:00       0.030904 Q140 T1  
23/11/2023 @ 14:00:00       0.030916 Q140 T1  
23/11/2023 @ 14:15:00       0.030928 Q140 T1  
23/11/2023 @ 14:30:00       0.030930 Q140 T1  
23/11/2023 @ 14:45:00       0.030958 Q140 T1  
23/11/2023 @ 15:00:00       0.030992 Q140 T1  
23/11/2023 @ 15:15:00       0.030994 Q140 T1  
23/11/2023 @ 15:30:00       0.030976 Q140 T1  
23/11/2023 @ 15:45:00       0.030990 Q140 T1  
23/11/2023 @ 16:00:00       0.031015 Q140 T1  
23/11/2023 @ 16:15:00       0.031021 Q140 T1  
23/11/2023 @ 16:30:00       0.031007 Q140 T1  
23/11/2023 @ 16:45:00       0.031074 Q140 T1  
23/11/2023 @ 17:00:00       0.031036 Q140 T1  
23/11/2023 @ 17:15:00       0.030213 Q140 T1  
23/11/2023 @ 17:30:00       0.030028 Q140 T1  
23/11/2023 @ 17:45:00       0.030068 Q140 T1  
23/11/2023 @ 18:00:00       0.031133 Q140 T1  
23/11/2023 @ 18:15:00       0.031089 Q140 T1  
23/11/2023 @ 18:30:00       0.031097 Q140 T1  
23/11/2023 @ 18:45:00       0.031112 Q140 T1  
23/11/2023 @ 19:00:00       0.030774 Q140 T1  
23/11/2023 @ 19:15:00       0.031051 Q140 T1  
23/11/2023 @ 19:30:00       0.031003 Q140 T1  
23/11/2023 @ 19:45:00       0.031000 Q140 T1  
23/11/2023 @ 20:00:00       0.031029 Q140 T1  
23/11/2023 @ 20:15:00       0.031087 Q140 T1  
23/11/2023 @ 20:30:00       0.030960 Q140 T1  
23/11/2023 @ 21:00:00       0.031084 Q140 T1  
23/11/2023 @ 21:15:00       0.031106 Q140 T1  
23/11/2023 @ 21:30:00       0.031147 Q140 T1  
23/11/2023 @ 21:45:00       0.031127 Q140 T1  
23/11/2023 @ 22:00:00       0.031097 Q140 T1  
23/11/2023 @ 22:15:00       0.031130 Q140 T1  
23/11/2023 @ 22:30:00       0.031133 Q140 T1  
23/11/2023 @ 22:45:00       0.031145 Q140 T1  
23/11/2023 @ 23:00:00       0.031141 Q140 T1  
23/11/2023 @ 23:15:00       0.031048 Q140 T1  
23/11/2023 @ 23:30:00       0.030983 Q140 T1  
23/11/2023 @ 23:45:00       0.030888 Q140 T1  
24/11/2023 @ 00:00:00       0.030848 Q140 T1  
24/11/2023 @ 00:15:00       0.031025 Q140 T1  
24/11/2023 @ 00:30:00       0.030853 Q140 T1  
24/11/2023 @ 00:45:00       0.030829 Q140 T1  
24/11/2023 @ 01:00:00       0.030852 Q140 T1  
24/11/2023 @ 01:15:00       0.030913 Q140 T1  
24/11/2023 @ 01:30:00       0.030881 Q140 T1  
24/11/2023 @ 01:45:00       0.030850 Q140 T1  
24/11/2023 @ 02:00:00       0.030841 Q140 T1  
24/11/2023 @ 02:15:00       0.030858 Q140 T1  
24/11/2023 @ 02:30:00       0.030889 Q140 T1  
24/11/2023 @ 02:45:00       0.030871 Q140 T1  
24/11/2023 @ 03:00:00       0.030856 Q140 T1  
24/11/2023 @ 03:15:00       0.030847 Q140 T1  
24/11/2023 @ 03:30:00       0.030847 Q140 T1  
24/11/2023 @ 03:45:00       0.030852 Q140 T1  
24/11/2023 @ 04:00:00       0.030860 Q140 T1  
24/11/2023 @ 04:15:00       0.030865 Q140 T1  
24/11/2023 @ 04:30:00       0.030865 Q140 T1  
24/11/2023 @ 04:45:00       0.030866 Q140 T1  
24/11/2023 @ 05:00:00       0.030874 Q140 T1  
24/11/2023 @ 05:15:00       0.030877 Q140 T1  
24/11/2023 @ 05:30:00       0.030877 Q140 T1  
24/11/2023 @ 05:45:00       0.030873 Q140 T1  
24/11/2023 @ 06:00:00       0.030883 Q140 T1  
24/11/2023 @ 06:15:00       0.030879 Q140 T1  
24/11/2023 @ 06:30:00       0.030879 Q140 T1  
24/11/2023 @ 06:45:00       0.030887 Q140 T1  
24/11/2023 @ 07:00:00       0.030890 Q140 T1  
24/11/2023 @ 07:15:00       0.030890 Q140 T1  
24/11/2023 @ 07:30:00       0.030906 Q140 T1  
24/11/2023 @ 07:45:00       0.030886 Q140 T1  
24/11/2023 @ 08:00:00       0.030864 Q140 T1  
24/11/2023 @ 08:15:00       0.030863 Q140 T1  
24/11/2023 @ 08:30:00       0.030880 Q140 T1  
24/11/2023 @ 08:45:00       0.030874 Q140 T1  
24/11/2023 @ 09:00:00       0.030895 Q140 T1  
24/11/2023 @ 09:15:00       0.030908 Q140 T1  
24/11/2023 @ 09:30:00       0.030926 Q140 T1  
24/11/2023 @ 09:45:00       0.030935 Q140 T1  
24/11/2023 @ 10:00:00       0.030939 Q140 T1  
24/11/2023 @ 10:15:00       0.030930 Q140 T1  
24/11/2023 @ 10:30:00       0.030943 Q140 T1  
24/11/2023 @ 10:45:00       0.030918 Q140 T1  
24/11/2023 @ 11:00:00       0.030960 Q140 T1  
24/11/2023 @ 11:15:00       0.030909 Q140 T1  
24/11/2023 @ 11:30:00       0.030955 Q140 T1  
24/11/2023 @ 11:45:00       0.030951 Q140 T1  
24/11/2023 @ 12:00:00       0.030967 Q140 T1  
24/11/2023 @ 12:15:00       0.030996 Q140 T1  
24/11/2023 @ 12:30:00       0.031033 Q140 T1  
