23/11/2023 @ 11:22:50      89.001007 Q140 T1  
23/11/2023 @ 11:30:00      89.285553 Q140 T1  
23/11/2023 @ 11:45:00      89.271240 Q140 T1  
23/11/2023 @ 11:50:35      88.985626 Q140 T1  
23/11/2023 @ 12:00:00      89.158653 Q140 T1  
23/11/2023 @ 12:15:00      90.330139 Q140 T1  
23/11/2023 @ 12:30:00      88.652367 Q140 T1  
23/11/2023 @ 12:45:00      89.826302 Q140 T1  
23/11/2023 @ 13:00:00      88.732559 Q140 T1  
23/11/2023 @ 13:15:00      88.717361 Q140 T1  
23/11/2023 @ 13:30:00      88.356262 Q140 T1  
23/11/2023 @ 13:45:00      88.420540 Q140 T1  
23/11/2023 @ 14:00:00      88.219238 Q140 T1  
23/11/2023 @ 14:15:00      88.064972 Q140 T1  
23/11/2023 @ 14:30:00      87.260452 Q140 T1  
23/11/2023 @ 14:45:00      86.702332 Q140 T1  
23/11/2023 @ 15:00:00      85.993660 Q140 T1  
23/11/2023 @ 15:15:00      85.498863 Q140 T1  
23/11/2023 @ 15:30:00      85.439194 Q140 T1  
23/11/2023 @ 15:45:00      86.654701 Q140 T1  
23/11/2023 @ 16:00:00      86.165298 Q140 T1  
23/11/2023 @ 16:15:00      86.135048 Q140 T1  
23/11/2023 @ 16:30:00      86.484421 Q140 T1  
23/11/2023 @ 16:45:00      85.712723 Q140 T1  
23/11/2023 @ 17:00:00      87.067871 Q140 T1  
23/11/2023 @ 17:15:00      83.812943 Q140 T1  
23/11/2023 @ 17:30:00      83.583351 Q140 T1  
23/11/2023 @ 17:45:00      83.714531 Q140 T1  
23/11/2023 @ 18:00:00      84.962997 Q140 T1  
23/11/2023 @ 18:15:00      85.196243 Q140 T1  
23/11/2023 @ 18:30:00      83.637299 Q140 T1  
23/11/2023 @ 18:45:00      82.043793 Q140 T1  
23/11/2023 @ 19:00:00      82.315323 Q140 T1  
23/11/2023 @ 19:15:00      82.427567 Q140 T1  
23/11/2023 @ 19:30:00      84.030724 Q140 T1  
23/11/2023 @ 19:45:00      83.824173 Q140 T1  
23/11/2023 @ 20:00:00      83.435310 Q140 T1  
23/11/2023 @ 20:15:00      83.683449 Q140 T1  
23/11/2023 @ 20:30:00      87.352142 Q140 T1  
