23/11/2023 @ 11:22:50       8.102160 Q140 T1  
23/11/2023 @ 11:30:00       8.157933 Q140 T1  
23/11/2023 @ 11:45:00       8.119880 Q140 T1  
23/11/2023 @ 11:50:35       8.118617 Q140 T1  
23/11/2023 @ 12:00:00       8.153828 Q140 T1  
23/11/2023 @ 12:15:00       8.120516 Q140 T1  
23/11/2023 @ 12:30:00       8.105894 Q140 T1  
23/11/2023 @ 12:45:00       8.083832 Q140 T1  
23/11/2023 @ 13:00:00       8.104360 Q140 T1  
23/11/2023 @ 13:15:00       8.062625 Q140 T1  
23/11/2023 @ 13:30:00       8.056184 Q140 T1  
23/11/2023 @ 13:45:00       8.044827 Q140 T1  
23/11/2023 @ 14:00:00       8.018194 Q140 T1  
23/11/2023 @ 14:15:00       7.980863 Q140 T1  
23/11/2023 @ 14:30:00       7.995241 Q140 T1  
23/11/2023 @ 14:45:00       7.954938 Q140 T1  
23/11/2023 @ 15:00:00       7.927650 Q140 T1  
23/11/2023 @ 15:15:00       7.928962 Q140 T1  
23/11/2023 @ 15:30:00       7.920460 Q140 T1  
23/11/2023 @ 15:45:00       7.898981 Q140 T1  
23/11/2023 @ 16:00:00       7.969931 Q140 T1  
23/11/2023 @ 16:15:00       8.007338 Q140 T1  
23/11/2023 @ 16:30:00       7.953369 Q140 T1  
23/11/2023 @ 16:45:00       7.901231 Q140 T1  
23/11/2023 @ 17:00:00       7.972058 Q140 T1  
23/11/2023 @ 17:15:00       7.831882 Q140 T1  
23/11/2023 @ 17:30:00       7.811092 Q140 T1  
23/11/2023 @ 17:45:00       7.810065 Q140 T1  
23/11/2023 @ 18:00:00       7.854418 Q140 T1  
23/11/2023 @ 18:15:00       7.859646 Q140 T1  
23/11/2023 @ 18:30:00       7.799851 Q140 T1  
23/11/2023 @ 18:45:00       7.747989 Q140 T1  
23/11/2023 @ 19:00:00       7.758780 Q140 T1  
23/11/2023 @ 19:15:00       7.761145 Q140 T1  
23/11/2023 @ 19:30:00       7.835902 Q140 T1  
23/11/2023 @ 19:45:00       7.856335 Q140 T1  
23/11/2023 @ 20:00:00       7.881221 Q140 T1  
23/11/2023 @ 20:15:00       7.804077 Q140 T1  
23/11/2023 @ 20:30:00       8.145286 Q140 T1  
23/11/2023 @ 21:00:00       7.755737 Q140 T1  
23/11/2023 @ 21:15:00       7.737415 Q140 T1  
23/11/2023 @ 21:30:00       7.724417 Q140 T1  
23/11/2023 @ 21:45:00       7.733193 Q140 T1  
23/11/2023 @ 22:00:00       7.813132 Q140 T1  
23/11/2023 @ 22:15:00       7.771651 Q140 T1  
23/11/2023 @ 22:30:00       7.742977 Q140 T1  
23/11/2023 @ 22:45:00       7.731693 Q140 T1  
23/11/2023 @ 23:00:00       7.746733 Q140 T1  
23/11/2023 @ 23:15:00       7.825027 Q140 T1  
23/11/2023 @ 23:30:00       7.934777 Q140 T1  
23/11/2023 @ 23:45:00       8.181692 Q140 T1  
24/11/2023 @ 00:00:00       8.265553 Q140 T1  
24/11/2023 @ 00:15:00       7.947878 Q140 T1  
24/11/2023 @ 00:30:00       8.721043 Q140 T1  
24/11/2023 @ 00:45:00       8.880518 Q140 T1  
24/11/2023 @ 01:00:00       8.591900 Q140 T1  
24/11/2023 @ 01:15:00       8.241151 Q140 T1  
24/11/2023 @ 01:30:00       8.216632 Q140 T1  
24/11/2023 @ 01:45:00       8.582289 Q140 T1  
24/11/2023 @ 02:00:00       8.707034 Q140 T1  
24/11/2023 @ 02:15:00       8.547728 Q140 T1  
24/11/2023 @ 02:30:00       8.517375 Q140 T1  
24/11/2023 @ 02:45:00       8.577013 Q140 T1  
24/11/2023 @ 03:00:00       8.630088 Q140 T1  
24/11/2023 @ 03:15:00       8.660085 Q140 T1  
24/11/2023 @ 03:30:00       8.628121 Q140 T1  
24/11/2023 @ 03:45:00       8.570518 Q140 T1  
24/11/2023 @ 04:00:00       8.538501 Q140 T1  
24/11/2023 @ 04:15:00       8.554925 Q140 T1  
24/11/2023 @ 04:30:00       8.522939 Q140 T1  
24/11/2023 @ 04:45:00       8.510365 Q140 T1  
24/11/2023 @ 05:00:00       8.479716 Q140 T1  
24/11/2023 @ 05:15:00       8.425994 Q140 T1  
24/11/2023 @ 05:30:00       8.393293 Q140 T1  
24/11/2023 @ 05:45:00       8.392616 Q140 T1  
24/11/2023 @ 06:00:00       8.356539 Q140 T1  
24/11/2023 @ 06:15:00       8.351621 Q140 T1  
24/11/2023 @ 06:30:00       8.345462 Q140 T1  
24/11/2023 @ 06:45:00       8.307573 Q140 T1  
24/11/2023 @ 07:00:00       8.276177 Q140 T1  
24/11/2023 @ 07:15:00       8.258436 Q140 T1  
24/11/2023 @ 07:30:00       8.245305 Q140 T1  
24/11/2023 @ 07:45:00       8.281307 Q140 T1  
24/11/2023 @ 08:00:00       8.393392 Q140 T1  
24/11/2023 @ 08:15:00       8.354653 Q140 T1  
24/11/2023 @ 08:30:00       8.382256 Q140 T1  
24/11/2023 @ 08:45:00       8.304246 Q140 T1  
24/11/2023 @ 09:00:00       8.254336 Q140 T1  
24/11/2023 @ 09:15:00       8.281418 Q140 T1  
24/11/2023 @ 09:30:00       8.245029 Q140 T1  
24/11/2023 @ 09:45:00       8.237501 Q140 T1  
24/11/2023 @ 10:00:00       8.324924 Q140 T1  
24/11/2023 @ 10:15:00       8.363654 Q140 T1  
24/11/2023 @ 10:30:00       8.427106 Q140 T1  
24/11/2023 @ 10:45:00       8.512638 Q140 T1  
24/11/2023 @ 11:00:00       8.520395 Q140 T1  
24/11/2023 @ 11:15:00       8.524679 Q140 T1  
24/11/2023 @ 11:30:00       8.356409 Q140 T1  
24/11/2023 @ 11:45:00       8.286922 Q140 T1  
24/11/2023 @ 12:00:00       8.247581 Q140 T1  
24/11/2023 @ 12:15:00       8.152446 Q140 T1  
24/11/2023 @ 12:30:00       8.075625 Q140 T1  
24/11/2023 @ 12:45:00       8.065922 Q140 T1  
24/11/2023 @ 13:00:00       8.010929 Q140 T1  
24/11/2023 @ 13:15:00       7.955570 Q140 T1  
24/11/2023 @ 13:30:00       7.919987 Q140 T1  
24/11/2023 @ 13:45:00       7.870854 Q140 T1  
24/11/2023 @ 14:00:00       7.839816 Q140 T1  
24/11/2023 @ 14:15:00       7.817102 Q140 T1  
24/11/2023 @ 14:30:00       7.800021 Q140 T1  
24/11/2023 @ 14:45:00       7.793542 Q140 T1  
24/11/2023 @ 15:00:00       7.766208 Q140 T1  
24/11/2023 @ 15:15:00       7.687596 Q140 T1  
24/11/2023 @ 15:30:00       7.608605 Q140 T1  
24/11/2023 @ 15:45:00       7.575096 Q140 T1  
24/11/2023 @ 16:00:00       7.534115 Q140 T1  
24/11/2023 @ 16:15:00       7.525577 Q140 T1  
24/11/2023 @ 16:30:00       7.530914 Q140 T1  
24/11/2023 @ 16:45:00       7.656693 Q140 T1  
24/11/2023 @ 17:00:00       7.610760 Q140 T1  
24/11/2023 @ 17:15:00       7.820056 Q140 T1  
24/11/2023 @ 17:30:00       8.166104 Q140 T1  
24/11/2023 @ 17:45:00       8.400455 Q140 T1  
24/11/2023 @ 18:00:00       8.333284 Q140 T1  
24/11/2023 @ 18:15:00       8.216519 Q140 T1  
24/11/2023 @ 18:30:00       7.720987 Q140 T1  
24/11/2023 @ 18:45:00       7.795695 Q140 T1  
24/11/2023 @ 19:00:00       7.869334 Q140 T1  
24/11/2023 @ 19:15:00       8.014928 Q140 T1  
24/11/2023 @ 19:30:00       8.076146 Q140 T1  
24/11/2023 @ 19:45:00       8.109752 Q140 T1  
24/11/2023 @ 20:00:00       8.131581 Q140 T1  
24/11/2023 @ 20:15:00       8.134109 Q140 T1  
24/11/2023 @ 20:30:00       8.117963 Q140 T1  
24/11/2023 @ 21:00:00       8.040283 Q140 T1  
24/11/2023 @ 21:15:00       8.106409 Q140 T1  
24/11/2023 @ 21:30:00       8.214095 Q140 T1  
24/11/2023 @ 21:45:00       8.190686 Q140 T1  
24/11/2023 @ 22:00:00       8.213165 Q140 T1  
24/11/2023 @ 22:15:00       8.239546 Q140 T1  
24/11/2023 @ 22:30:00       8.239266 Q140 T1  
24/11/2023 @ 22:45:00       8.220877 Q140 T1  
24/11/2023 @ 23:00:00       8.196125 Q140 T1  
24/11/2023 @ 23:15:00       8.185511 Q140 T1  
24/11/2023 @ 23:30:00       8.201299 Q140 T1  
24/11/2023 @ 23:45:00       8.192481 Q140 T1  
25/11/2023 @ 00:00:00       8.143693 Q140 T1  
25/11/2023 @ 00:15:00       8.137566 Q140 T1  
25/11/2023 @ 00:30:00       8.183815 Q140 T1  
25/11/2023 @ 00:45:00       8.183947 Q140 T1  
25/11/2023 @ 01:00:00       8.168350 Q140 T1  
25/11/2023 @ 01:15:00       8.153085 Q140 T1  
25/11/2023 @ 01:30:00       8.163373 Q140 T1  
25/11/2023 @ 01:45:00       8.112169 Q140 T1  
25/11/2023 @ 02:00:00       8.028390 Q140 T1  
25/11/2023 @ 02:15:00       8.001923 Q140 T1  
25/11/2023 @ 02:30:00       7.944061 Q140 T1  
25/11/2023 @ 02:45:00       7.938574 Q140 T1  
25/11/2023 @ 03:00:00       7.929777 Q140 T1  
25/11/2023 @ 03:15:00       7.913646 Q140 T1  
25/11/2023 @ 03:30:00       7.906364 Q140 T1  
25/11/2023 @ 03:45:00       7.890934 Q140 T1  
25/11/2023 @ 04:00:00       7.890513 Q140 T1  
25/11/2023 @ 04:15:00       7.879577 Q140 T1  
25/11/2023 @ 04:30:00       7.876363 Q140 T1  
25/11/2023 @ 04:45:00       7.882474 Q140 T1  
25/11/2023 @ 05:00:00       7.879124 Q140 T1  
25/11/2023 @ 05:15:00       7.867729 Q140 T1  
25/11/2023 @ 05:30:00       7.846065 Q140 T1  
25/11/2023 @ 05:45:00       7.849637 Q140 T1  
25/11/2023 @ 06:00:00       7.844413 Q140 T1  
25/11/2023 @ 06:15:00       7.840497 Q140 T1  
25/11/2023 @ 06:30:00       7.837086 Q140 T1  
25/11/2023 @ 06:45:00       7.836055 Q140 T1  
25/11/2023 @ 07:00:00       7.833801 Q140 T1  
25/11/2023 @ 07:15:00       7.826452 Q140 T1  
25/11/2023 @ 07:30:00       7.815752 Q140 T1  
25/11/2023 @ 07:45:00       7.812213 Q140 T1  
