23/11/2023 @ 11:22:50       8.306821 Q140 T1  
23/11/2023 @ 11:30:00      12.075830 Q140 T1  
23/11/2023 @ 11:45:00      12.055600 Q140 T1  
23/11/2023 @ 11:50:35       8.730373 Q140 T1  
23/11/2023 @ 12:00:00      16.651621 Q140 T1  
23/11/2023 @ 12:15:00      16.020941 Q140 T1  
23/11/2023 @ 12:30:00      15.990800 Q140 T1  
23/11/2023 @ 12:45:00      16.086920 Q140 T1  
23/11/2023 @ 13:00:00      17.873100 Q140 T1  
23/11/2023 @ 13:15:00      17.766220 Q140 T1  
23/11/2023 @ 13:30:00      17.991859 Q140 T1  
23/11/2023 @ 13:45:00      18.738340 Q140 T1  
23/11/2023 @ 14:00:00      19.349701 Q140 T1  
23/11/2023 @ 14:15:00      19.358219 Q140 T1  
23/11/2023 @ 14:30:00      18.833309 Q140 T1  
23/11/2023 @ 14:45:00      19.582001 Q140 T1  
23/11/2023 @ 15:00:00      20.304199 Q140 T1  
23/11/2023 @ 15:15:00      20.224991 Q140 T1  
23/11/2023 @ 15:30:00      20.061621 Q140 T1  
23/11/2023 @ 15:45:00      20.490021 Q140 T1  
23/11/2023 @ 16:00:00      19.314360 Q140 T1  
23/11/2023 @ 16:15:00      19.133221 Q140 T1  
23/11/2023 @ 16:30:00      20.146990 Q140 T1  
23/11/2023 @ 16:45:00      20.233860 Q140 T1  
23/11/2023 @ 17:00:00      20.845760 Q140 T1  
23/11/2023 @ 17:15:00      21.562180 Q140 T1  
23/11/2023 @ 17:30:00      22.029989 Q140 T1  
23/11/2023 @ 17:45:00      23.475929 Q140 T1  
23/11/2023 @ 18:00:00      27.334740 Q140 T1  
23/11/2023 @ 18:15:00      28.075609 Q140 T1  
23/11/2023 @ 18:30:00      29.037380 Q140 T1  
23/11/2023 @ 18:45:00      30.284349 Q140 T1  
23/11/2023 @ 19:00:00      30.558880 Q140 T1  
23/11/2023 @ 19:15:00      31.125130 Q140 T1  
23/11/2023 @ 19:30:00      31.322229 Q140 T1  
23/11/2023 @ 19:45:00      31.222530 Q140 T1  
23/11/2023 @ 20:00:00      30.737150 Q140 T1  
23/11/2023 @ 20:15:00      31.950050 Q140 T1  
23/11/2023 @ 20:30:00      30.927231 Q140 T1  
23/11/2023 @ 21:00:00      29.874769 Q140 T1  
23/11/2023 @ 21:15:00      30.148790 Q140 T1  
23/11/2023 @ 21:30:00      29.511650 Q140 T1  
23/11/2023 @ 21:45:00      30.524441 Q140 T1  
23/11/2023 @ 22:00:00      29.805090 Q140 T1  
23/11/2023 @ 22:15:00      29.628710 Q140 T1  
23/11/2023 @ 22:30:00      30.447590 Q140 T1  
23/11/2023 @ 22:45:00      30.529200 Q140 T1  
23/11/2023 @ 23:00:00      29.835199 Q140 T1  
23/11/2023 @ 23:15:00      30.164471 Q140 T1  
23/11/2023 @ 23:30:00      30.172640 Q140 T1  
23/11/2023 @ 23:45:00      30.493231 Q140 T1  
24/11/2023 @ 00:00:00      29.927580 Q140 T1  
24/11/2023 @ 00:15:00      30.765051 Q140 T1  
24/11/2023 @ 00:30:00      29.463060 Q140 T1  
24/11/2023 @ 00:45:00      29.658470 Q140 T1  
24/11/2023 @ 01:00:00      29.586081 Q140 T1  
24/11/2023 @ 01:15:00      30.125610 Q140 T1  
24/11/2023 @ 01:30:00      30.019630 Q140 T1  
24/11/2023 @ 01:45:00      31.253090 Q140 T1  
24/11/2023 @ 02:00:00      31.234171 Q140 T1  
24/11/2023 @ 02:15:00      31.053551 Q140 T1  
24/11/2023 @ 02:30:00      31.623760 Q140 T1  
24/11/2023 @ 02:45:00      30.840960 Q140 T1  
24/11/2023 @ 03:00:00      30.997499 Q140 T1  
24/11/2023 @ 03:15:00      30.003189 Q140 T1  
24/11/2023 @ 03:30:00      30.382139 Q140 T1  
24/11/2023 @ 03:45:00      30.086929 Q140 T1  
24/11/2023 @ 04:00:00      29.654289 Q140 T1  
24/11/2023 @ 04:15:00      29.797930 Q140 T1  
24/11/2023 @ 04:30:00      29.980770 Q140 T1  
24/11/2023 @ 04:45:00      29.915760 Q140 T1  
24/11/2023 @ 05:00:00      30.135120 Q140 T1  
24/11/2023 @ 05:15:00      29.618670 Q140 T1  
24/11/2023 @ 05:30:00      29.886971 Q140 T1  
24/11/2023 @ 05:45:00      31.095421 Q140 T1  
24/11/2023 @ 06:00:00      35.264301 Q140 T1  
24/11/2023 @ 06:15:00      37.112671 Q140 T1  
24/11/2023 @ 06:30:00      34.186619 Q140 T1  
24/11/2023 @ 06:45:00      33.017239 Q140 T1  
24/11/2023 @ 07:00:00      34.182209 Q140 T1  
24/11/2023 @ 07:15:00      33.348831 Q140 T1  
24/11/2023 @ 07:30:00      32.948700 Q140 T1  
24/11/2023 @ 07:45:00      31.518591 Q140 T1  
24/11/2023 @ 08:00:00      31.047079 Q140 T1  
24/11/2023 @ 08:15:00      30.881750 Q140 T1  
24/11/2023 @ 08:30:00      32.478649 Q140 T1  
24/11/2023 @ 08:45:00      33.109341 Q140 T1  
24/11/2023 @ 09:00:00      35.627411 Q140 T1  
24/11/2023 @ 09:15:00      37.722530 Q140 T1  
24/11/2023 @ 09:30:00      36.504910 Q140 T1  
24/11/2023 @ 09:45:00      36.909431 Q140 T1  
24/11/2023 @ 10:00:00      37.681091 Q140 T1  
24/11/2023 @ 10:15:00      40.761341 Q140 T1  
24/11/2023 @ 10:30:00      41.083511 Q140 T1  
24/11/2023 @ 10:45:00      41.481960 Q140 T1  
24/11/2023 @ 11:00:00      36.778309 Q140 T1  
24/11/2023 @ 11:15:00      38.481159 Q140 T1  
24/11/2023 @ 11:30:00      37.933441 Q140 T1  
24/11/2023 @ 11:45:00      41.459351 Q140 T1  
24/11/2023 @ 12:00:00       8.492259 Q140 T1  
24/11/2023 @ 12:15:00       8.551872 Q140 T1  
24/11/2023 @ 12:30:00       8.841960 Q140 T1  
24/11/2023 @ 12:45:00       8.432781 Q140 T1  
24/11/2023 @ 13:00:00       8.662641 Q140 T1  
24/11/2023 @ 13:15:00       8.676731 Q140 T1  
24/11/2023 @ 13:30:00       8.696756 Q140 T1  
24/11/2023 @ 13:45:00       8.743029 Q140 T1  
24/11/2023 @ 14:00:00       8.714954 Q140 T1  
24/11/2023 @ 14:15:00       8.799610 Q140 T1  
24/11/2023 @ 14:30:00       8.577868 Q140 T1  
24/11/2023 @ 14:45:00       8.545206 Q140 T1  
24/11/2023 @ 15:00:00       8.820337 Q140 T1  
24/11/2023 @ 15:15:00       8.654681 Q140 T1  
24/11/2023 @ 15:30:00       8.438206 Q140 T1  
24/11/2023 @ 15:45:00       8.568312 Q140 T1  
24/11/2023 @ 16:00:00       8.748383 Q140 T1  
24/11/2023 @ 16:15:00       8.688481 Q140 T1  
24/11/2023 @ 16:30:00       8.914801 Q140 T1  
24/11/2023 @ 16:45:00       8.043781 Q140 T1  
24/11/2023 @ 17:00:00       8.854011 Q140 T1  
24/11/2023 @ 17:15:00       8.762910 Q140 T1  
24/11/2023 @ 17:30:00       8.551294 Q140 T1  
24/11/2023 @ 17:45:00       8.837893 Q140 T1  
24/11/2023 @ 18:00:00       9.414556 Q140 T1  
24/11/2023 @ 18:15:00       8.910592 Q140 T1  
24/11/2023 @ 18:30:00       8.884768 Q140 T1  
24/11/2023 @ 18:45:00       8.653691 Q140 T1  
24/11/2023 @ 19:00:00       8.171829 Q140 T1  
24/11/2023 @ 19:15:00      10.313000 Q140 T1  
24/11/2023 @ 19:30:00       8.551360 Q140 T1  
24/11/2023 @ 19:45:00       8.864566 Q140 T1  
24/11/2023 @ 20:00:00       8.244677 Q140 T1  
24/11/2023 @ 20:15:00       8.256217 Q140 T1  
24/11/2023 @ 20:30:00       8.977313 Q140 T1  
24/11/2023 @ 21:00:00       8.915068 Q140 T1  
24/11/2023 @ 21:15:00       8.401937 Q140 T1  
24/11/2023 @ 21:30:00       8.648657 Q140 T1  
24/11/2023 @ 21:45:00       8.269279 Q140 T1  
24/11/2023 @ 22:00:00       8.411224 Q140 T1  
24/11/2023 @ 22:15:00       8.713200 Q140 T1  
24/11/2023 @ 22:30:00       8.180969 Q140 T1  
24/11/2023 @ 22:45:00      11.394280 Q140 T1  
24/11/2023 @ 23:00:00       9.305663 Q140 T1  
24/11/2023 @ 23:15:00       9.274370 Q140 T1  
24/11/2023 @ 23:30:00       8.577585 Q140 T1  
24/11/2023 @ 23:45:00       8.834600 Q140 T1  
25/11/2023 @ 00:00:00       8.286748 Q140 T1  
25/11/2023 @ 00:15:00       8.766683 Q140 T1  
