23/11/2023 @ 11:22:50      65.899544 Q140 T1  
23/11/2023 @ 11:30:00      67.436546 Q140 T1  
23/11/2023 @ 11:45:00      67.405602 Q140 T1  
23/11/2023 @ 11:50:35      57.059841 Q140 T1  
23/11/2023 @ 12:00:00      67.421516 Q140 T1  
23/11/2023 @ 12:15:00      67.448547 Q140 T1  
23/11/2023 @ 12:30:00      67.438957 Q140 T1  
23/11/2023 @ 12:45:00      67.435173 Q140 T1  
23/11/2023 @ 13:00:00      67.465637 Q140 T1  
23/11/2023 @ 13:15:00      67.467621 Q140 T1  
23/11/2023 @ 13:30:00      67.448357 Q140 T1  
23/11/2023 @ 13:45:00      67.456947 Q140 T1  
23/11/2023 @ 14:00:00      67.481056 Q140 T1  
23/11/2023 @ 14:15:00      67.506020 Q140 T1  
23/11/2023 @ 14:30:00      67.509827 Q140 T1  
23/11/2023 @ 14:45:00      67.566727 Q140 T1  
23/11/2023 @ 15:00:00      67.636871 Q140 T1  
23/11/2023 @ 15:15:00      67.642723 Q140 T1  
23/11/2023 @ 15:30:00      67.618896 Q140 T1  
23/11/2023 @ 15:45:00      67.649338 Q140 T1  
23/11/2023 @ 16:00:00      67.706093 Q140 T1  
23/11/2023 @ 16:15:00      67.719597 Q140 T1  
23/11/2023 @ 16:30:00      67.694221 Q140 T1  
23/11/2023 @ 16:45:00      67.828247 Q140 T1  
23/11/2023 @ 17:00:00      67.760986 Q140 T1  
23/11/2023 @ 17:15:00      66.048553 Q140 T1  
23/11/2023 @ 17:30:00      65.673668 Q140 T1  
23/11/2023 @ 17:45:00      65.765457 Q140 T1  
23/11/2023 @ 18:00:00      67.974747 Q140 T1  
23/11/2023 @ 18:15:00      67.898239 Q140 T1  
23/11/2023 @ 18:30:00      67.922867 Q140 T1  
23/11/2023 @ 18:45:00      67.957458 Q140 T1  
23/11/2023 @ 19:00:00      67.267601 Q140 T1  
23/11/2023 @ 19:15:00      67.846077 Q140 T1  
23/11/2023 @ 19:30:00      67.757240 Q140 T1  
23/11/2023 @ 19:45:00      67.758530 Q140 T1  
23/11/2023 @ 20:00:00      67.821030 Q140 T1  
23/11/2023 @ 20:15:00      67.951897 Q140 T1  
23/11/2023 @ 20:30:00      67.709923 Q140 T1  
23/11/2023 @ 21:00:00      67.928337 Q140 T1  
23/11/2023 @ 21:15:00      67.971138 Q140 T1  
23/11/2023 @ 21:30:00      68.058311 Q140 T1  
23/11/2023 @ 21:45:00      68.013420 Q140 T1  
23/11/2023 @ 22:00:00      67.958260 Q140 T1  
23/11/2023 @ 22:15:00      68.024620 Q140 T1  
23/11/2023 @ 22:30:00      68.030708 Q140 T1  
23/11/2023 @ 22:45:00      68.056419 Q140 T1  
23/11/2023 @ 23:00:00      68.050087 Q140 T1  
23/11/2023 @ 23:15:00      67.881683 Q140 T1  
23/11/2023 @ 23:30:00      67.758118 Q140 T1  
23/11/2023 @ 23:45:00      67.574409 Q140 T1  
24/11/2023 @ 00:00:00      67.492332 Q140 T1  
24/11/2023 @ 00:15:00      67.825363 Q140 T1  
24/11/2023 @ 00:30:00      67.501923 Q140 T1  
24/11/2023 @ 00:45:00      67.454010 Q140 T1  
24/11/2023 @ 01:00:00      67.497307 Q140 T1  
24/11/2023 @ 01:15:00      67.611107 Q140 T1  
24/11/2023 @ 01:30:00      67.538628 Q140 T1  
24/11/2023 @ 01:45:00      67.473152 Q140 T1  
24/11/2023 @ 02:00:00      67.454987 Q140 T1  
24/11/2023 @ 02:15:00      67.488152 Q140 T1  
24/11/2023 @ 02:30:00      67.549294 Q140 T1  
24/11/2023 @ 02:45:00      67.508133 Q140 T1  
24/11/2023 @ 03:00:00      67.472023 Q140 T1  
24/11/2023 @ 03:15:00      67.449860 Q140 T1  
24/11/2023 @ 03:30:00      67.445869 Q140 T1  
24/11/2023 @ 03:45:00      67.453522 Q140 T1  
24/11/2023 @ 04:00:00      67.467888 Q140 T1  
