TOA5,WIND SITES,CR2xx,No_SN,CR200X.Std.01,Wind Monitoring3.CR2,57348,WindData,,
07/05/2015 19:50,30,13.6753,243.99,0.7,0,1.4,0.4066668,200.6057,29.83069
07/05/2015 20:00,31,13.6669,654.1,1.9,0,4.1,1.090167,163.073,26.09939
07/05/2015 20:10,32,13.6669,999.59,0.8,0.6,3.6,1.666,159.6657,25.51747
07/05/2015 20:20,33,13.66774,873.8,1.1,0.2,3.4,1.456333,159.5457,26.05491
07/05/2015 20:30,34,13.67614,1145.64,1.9,0.5,4.9,1.909333,163.6738,25.30335
07/05/2015 20:40,35,13.67194,1190.24,0.7,0.7,4.6,1.983666,164.3392,26.55943
07/05/2015 20:50,36,13.67949,1027.75,0.9,0,4.4,1.713001,165.0744,26.07304
07/05/2015 21:00,37,13.68033,1280.89,2.9,0.5,4.8,2.134834,161.3265,25.74463
07/05/2015 21:10,38,13.67866,1280.08,2.6,0.4,5.4,2.133501,162.0856,25.16401
07/05/2015 21:20,39,13.69796,1136.79,1.5,0.4,4.4,1.894667,162.8229,25.78862
07/05/2015 21:30,40,13.68201,1028.25,1.6,0.5,3.9,1.713834,169.4328,23.7695
07/05/2015 21:40,41,13.67782,892.37,1.6,0.5,3.6,1.487334,168.4242,24.68597
07/05/2015 21:50,42,13.6946,1121.77,2,0.5,4.4,1.869667,166.7237,23.6811
07/05/2015 22:00,43,13.67446,1237.18,2.3,0.4,5.4,2.062001,165.2104,23.73175
07/05/2015 22:10,44,13.68118,953.9,0.8,0.3,4.2,1.589833,164.5042,23.23219
07/05/2015 22:20,45,13.65683,835.6,1.5,0.1,3.1,1.392666,162.9186,28.97153
07/05/2015 22:30,46,13.6711,1187.78,2.5,0.4,5.1,1.979667,161.1158,27.63563
07/05/2015 22:40,47,13.67026,1014.33,1.4,0,4.7,1.6905,157.9191,33.93823
07/05/2015 22:50,48,13.66774,1310.76,4.2,0.1,5.4,2.184667,159.3461,32.04234
07/05/2015 23:00,49,13.66103,1477.85,1.7,0.3,5.3,2.463,161.4779,22.28403
07/05/2015 23:10,50,13.66271,1129.6,2,0,4.6,1.882667,157.8617,33.9968
07/05/2015 23:20,51,13.67194,1417.23,2.9,0.4,5.1,2.361999,157.0601,33.22834
07/05/2015 23:30,52,13.67698,1762.09,2.3,0.5,6.3,2.936833,161.4017,27.37673
07/05/2015 23:40,53,13.70888,1635.29,1.8,0.5,6.3,2.725499,157.5932,31.43178
07/05/2015 23:50,54,13.68873,1460.49,2.8,0.5,6,2.434166,155.2207,34.01088
08/05/2015 0:00,55,13.69125,1724.17,2.6,0.8,5.7,2.873668,160.0457,25.04032
08/05/2015 0:10,56,13.6476,1288.22,4.2,0.3,6.8,2.147001,154.549,39.58121
08/05/2015 0:20,57,13.61906,1153.87,1.6,0.3,5.6,1.923168,149.0108,45.29022
08/05/2015 0:30,58,13.67362,975.53,2.8,0.2,4.7,1.625832,147.2302,50.15933
08/05/2015 0:40,59,13.67782,926.87,2.9,0.1,5,1.544834,146.4838,48.61245
08/05/2015 0:50,60,13.6753,1162.35,2.6,0.1,5.8,1.937334,153.3312,43.43118
08/05/2015 1:00,61,13.69041,1575.74,3.4,0.9,6.5,2.626166,159.8271,31.38272
08/05/2015 1:10,62,13.6711,1339.95,2.5,0,6.5,2.233335,158.2472,35.47472
08/05/2015 1:20,63,13.6711,1278.45,3.3,0.4,5.2,2.130835,161.1363,25.70371
08/05/2015 1:30,64,13.68537,972.58,1.3,0.3,3.9,1.621001,163.187,25.37328
08/05/2015 1:40,65,13.6669,745.21,1.7,0,2.7,1.242,165.6643,24.12036
08/05/2015 1:50,66,13.65935,892.46,1.2,0,4.4,1.487333,165.9833,27.83038
08/05/2015 2:00,67,13.68033,943.54,2.4,0.2,3.2,1.572667,175.9916,24.89236
08/05/2015 2:10,68,13.6157,1258.14,2.8,0.8,4.1,2.096999,188.2829,22.53947
08/05/2015 2:20,69,13.64928,1300.51,2.2,0.9,4,2.167499,193.4263,24.10348
08/05/2015 2:30,70,13.66523,1028.92,1.8,0.2,4,1.715,189.1068,29.02928
08/05/2015 2:40,71,13.64676,904.03,2.4,0,4.3,1.506667,173.7464,40.15586
08/05/2015 2:50,72,13.65347,1208.57,1.7,0.4,5.1,2.014333,178.1591,26.33718
08/05/2015 3:00,73,13.64424,1364.05,1.2,0.7,6.3,2.273333,175.7578,26.87284
08/05/2015 3:10,74,13.6753,1352.54,1.6,0.5,5.4,2.253999,189.3217,33.7093
08/05/2015 3:20,75,13.64928,1320.17,2.6,0.6,4.9,2.200333,205.9558,24.47049
08/05/2015 3:30,76,13.66355,1145.08,2.3,0.5,3.7,1.9085,207.2146,25.17437
08/05/2015 3:40,77,13.66271,1495.82,1.9,0.4,5.6,2.493001,205.0503,21.92977
08/05/2015 3:50,78,13.62913,1620.41,1,0.5,4.9,2.700836,199.0747,27.68973
08/05/2015 4:00,79,13.6392,1256.2,2.4,0,4.6,2.093834,195.5705,28.64808
08/05/2015 4:10,80,13.65683,908.63,1.1,0,5.8,1.514333,186.8483,41.83185
08/05/2015 4:20,81,13.64928,1353.15,1.5,0,5.9,2.255168,192.1613,38.79615
08/05/2015 4:30,82,13.63752,1336.4,1.2,0.3,7.4,2.227334,178.2501,26.38073
08/05/2015 4:40,83,13.64088,1402.17,3.1,0,7.7,2.336833,192.9851,40.82339
08/05/2015 4:50,84,13.61738,976.89,1.9,0.3,3.3,1.628166,207.262,27.20916
08/05/2015 5:00,85,13.64172,1613.84,1.9,0.8,5,2.689836,207.7156,22.37489
08/05/2015 5:10,86,13.59387,870.29,2.2,0,4.7,1.4505,192.5874,45.79713
08/05/2015 5:20,87,13.65012,1381.51,2.5,0.4,6.5,2.302499,165.7301,31.4911
08/05/2015 5:30,88,13.64508,1209.08,1.7,0.4,5,2.015166,195.502,32.76499
08/05/2015 5:40,89,13.65935,1500.62,2.6,0.2,7.2,2.501001,199.7997,39.98936
08/05/2015 5:50,90,13.6434,1351.4,2.3,0.4,4.9,2.252333,218.173,33.37478
08/05/2015 6:00,91,13.635,1510.4,3,0.3,6.1,2.517501,192.9477,39.28675
08/05/2015 6:10,92,13.65515,1360.8,2.8,0.6,5.8,2.268,191.4529,31.99446
08/05/2015 6:20,93,13.6476,1390,2.2,0.5,5.6,2.316667,214.7576,28.25417
08/05/2015 6:30,94,13.63081,1043.7,1.2,0.1,5.4,1.739499,183.4804,40.06578
08/05/2015 6:40,95,13.65767,1686.6,4,0.8,5.5,2.811001,198.1222,27.6769
08/05/2015 6:50,96,13.64592,924.4,2.1,0.2,5.3,1.540667,206.9326,38.38892
08/05/2015 7:00,97,13.64172,1015.2,1.4,0.1,4.8,1.692,189.7142,28.29159
08/05/2015 7:10,98,13.61906,844,2.2,0,4.6,1.406834,170.6317,29.06509
08/05/2015 7:20,99,13.66187,1561.5,2,0.8,5.4,2.6025,173.8571,26.81405
08/05/2015 7:30,100,13.66019,1376.9,3,0.6,5.3,2.294833,173.7544,29.85119
08/05/2015 7:40,101,13.66607,1302.4,6.1,0.5,6.2,2.170666,171.3741,27.46029
08/05/2015 7:50,102,13.6669,1579.4,1.8,0.7,5.4,2.632333,161.3213,30.24094
08/05/2015 8:00,103,13.69712,1492.8,1.4,0.4,5.6,2.487999,157.9258,34.47943
08/05/2015 8:10,104,13.68621,1728.9,1.9,0,6.1,2.881501,163.9952,27.72021
08/05/2015 8:20,105,13.68957,1686.3,6,0.5,6.7,2.810331,166.0565,25.97786
08/05/2015 8:30,106,13.68873,1813.3,3.5,0.8,7.4,3.022333,164.7909,23.75462
08/05/2015 8:40,107,13.71139,1747.5,2.2,0.5,7.1,2.912499,162.8477,28.78264
08/05/2015 8:50,108,13.69544,1829.9,2.8,0.6,7,3.049833,157.7824,35.17285
08/05/2015 9:00,109,13.68285,1377.3,4.9,0.2,7.7,2.295666,153.4158,46.15893
08/05/2015 9:10,110,13.6669,1859.1,1.8,0.6,8.7,3.098499,157.5281,43.37226
08/05/2015 9:20,111,13.68118,1914.6,3.5,0.9,8.1,3.191168,160.3036,30.9665
08/05/2015 9:30,112,13.65851,1670.5,0.3,0.3,8.5,2.783999,161.7067,32.6823
08/05/2015 9:40,113,13.65683,1316.7,1.3,0,6.2,2.194666,162.5142,38.23106
08/05/2015 9:50,114,13.67949,1610.3,2.4,0.2,8.400001,2.683834,159.8537,44.5798
08/05/2015 10:00,115,13.69628,1608.2,1.1,0.6,8.7,2.6805,148.1516,53.28679
08/05/2015 10:10,116,13.66523,1760.8,1.1,0.4,9,2.934333,152.7906,49.08663
08/05/2015 10:20,117,13.70132,1415.8,0.7,0.2,7.8,2.360001,150.9097,55.41302
08/05/2015 10:30,118,13.67949,1407.1,1.4,0.4,9.3,2.345332,146.9127,57.21786
08/05/2015 10:40,119,13.68537,1923.2,5.3,0.3,8.2,3.205333,153.0245,48.25096
08/05/2015 10:50,120,13.67362,1647,2.9,0,7.7,2.745333,153.6578,43.15732
08/05/2015 11:00,121,13.70972,1580.7,1.6,0.4,7.3,2.6345,153.5103,44.01559
08/05/2015 11:10,122,13.64256,1477.8,2.5,0.3,8,2.463,150.3787,55.94081
08/05/2015 11:20,123,13.69041,1365.6,2.5,0.4,6.4,2.276333,147.5465,52.17674
08/05/2015 11:30,124,13.69125,1278.8,1.1,0.4,8.400001,2.131332,147.8812,52.51139
08/05/2015 11:40,125,13.6711,1441,3.4,0.3,6.1,2.401667,148.9994,54.41902
08/05/2015 11:50,126,13.68873,1608.5,1.7,0.2,6.8,2.680501,146.1721,52.01691
08/05/2015 12:00,127,13.68873,1299.1,1.5,0.1,6.2,2.165167,146.9297,65.96016
08/05/2015 12:10,128,13.70384,1409.2,3.8,0.1,7.4,2.348499,147.1021,61.11783
08/05/2015 12:20,129,13.70132,1959.1,5.3,0.7,8.6,3.265501,159.6685,41.27517
08/05/2015 12:30,130,13.68201,1455,0,0,7.7,2.425167,151.33,47.61733
08/05/2015 12:40,131,13.68537,953.7,0.9,0,4.9,1.589333,139.666,64.70468
08/05/2015 12:50,132,13.68285,1066.8,1.5,0.2,4.8,1.777667,158.2775,38.38818
08/05/2015 13:00,133,13.65683,1217.6,2.2,0,6.8,2.029499,162.9573,48.62093
08/05/2015 13:10,134,13.68285,1616.7,1.3,0.6,6.6,2.694832,171.8886,29.40264
08/05/2015 13:20,135,13.69293,1259.7,1.5,0.1,5.2,2.0995,163.6852,38.84443
08/05/2015 13:30,136,13.7072,1013.1,2.4,0,5.6,1.688334,156.4236,42.59968
08/05/2015 13:40,137,13.68873,898.5,0.5,0,5,1.497666,152.7876,50.97456
08/05/2015 13:50,138,13.68873,1045.2,1.6,0,5.2,1.742,159.0017,34.64799
08/05/2015 14:00,139,13.71391,1240.8,1.6,0,5.6,2.067834,158.8124,33.98685
08/05/2015 14:10,140,13.6946,1486.6,2.1,0.7,5.9,2.4775,167.1495,27.71089
08/05/2015 14:20,141,13.68957,978.2,1.8,0,3.7,1.6305,160.3927,36.99488
08/05/2015 14:30,142,13.70384,838.8,1.3,0,7.9,1.398,147.4733,54.71004
08/05/2015 14:40,143,13.71979,987.3,1.4,0.1,6.4,1.645666,127.8797,69.31443
08/05/2015 14:50,144,13.67026,657.2,0,0,3.8,1.095333,100.5374,62.96618
08/05/2015 15:00,145,13.66774,853.2,0.9,0,4.7,1.422,129.9797,68.82655
08/05/2015 15:10,146,13.64592,1268.1,5.3,0,8.400001,2.113333,156.6301,54.44781
08/05/2015 15:20,147,13.67446,1367.3,1,0,6.9,2.278999,160.7276,39.20662
08/05/2015 15:30,148,13.6753,2107.9,2.1,0.1,9.900001,3.512998,165.8365,33.39396
08/05/2015 15:40,149,13.65767,1376.7,4.6,0.5,6.8,2.294666,160.2437,43.36061
08/05/2015 15:50,150,13.6711,1802.3,2.4,0.6,9.400001,3.003834,168.569,33.62297
08/05/2015 16:00,151,13.66019,1743.6,4,0.5,7.4,2.906001,163.0829,33.46363
08/05/2015 16:10,152,13.68118,2015.4,3.5,1,7.7,3.358999,168.1252,25.28435
08/05/2015 16:20,153,13.66355,1670.9,2.8,0.8,6.2,2.784832,177.0884,23.72085
08/05/2015 16:30,154,13.66355,1267.2,2,0.1,5.4,2.112167,179.7412,23.76872
08/05/2015 16:40,155,13.6669,1557.1,1.9,1,5.2,2.595001,196.0269,21.59449
08/05/2015 16:50,156,13.65431,1691.7,2.1,0.8,10.1,2.819334,177.6745,23.95678
08/05/2015 17:00,157,13.68369,2454.4,2.3,1.1,10.2,4.090837,179.8449,30.17344
08/05/2015 17:10,158,13.67782,2286.1,4.2,0.8,9,3.809833,171.2701,25.69555
08/05/2015 17:20,159,13.62745,1617.6,2.3,0.7,7.3,2.695669,175.5581,23.61223
08/05/2015 17:30,160,13.63249,1308.1,3.3,0.7,4.5,2.18,179.605,24.49553
08/05/2015 17:40,161,13.64424,1793,3,1,5.3,2.988332,192.5105,21.13085
08/05/2015 17:50,162,13.62577,1313.6,1.3,0.6,5.1,2.189334,184.7822,20.94818
08/05/2015 18:00,163,13.68285,1001,1.1,0.3,3.8,1.668166,177.0831,26.14779
08/05/2015 18:10,164,13.66019,1335.9,3.7,0.2,5.2,2.226499,175.8095,31.10577
08/05/2015 18:20,165,13.67194,1567.9,3.2,1,5.9,2.613,193.599,25.06873
08/05/2015 18:30,166,13.68201,1605.1,1.7,0.7,5.8,2.674668,186.7445,21.91268
08/05/2015 18:40,167,13.66187,1435.2,2.3,0.5,5,2.391668,182.9841,27.02806
08/05/2015 18:50,168,13.67614,998.5,2.2,0.3,4.1,1.664167,179.723,25.66187
08/05/2015 19:00,169,13.67026,1339.1,4.4,0.7,6.7,2.231667,166.1393,26.83436
08/05/2015 19:10,170,13.66607,1600.7,2.6,0.6,7.9,2.667833,163.4227,30.49954
08/05/2015 19:20,171,13.67446,1364.6,2.1,0.5,6.2,2.274,169.3432,30.11654
08/05/2015 19:30,172,13.64928,1302.3,1.9,0.4,5.8,2.170665,161.0661,42.43155
08/05/2015 19:40,173,13.65431,1929.6,2.1,0.4,9.400001,3.216002,161.2391,37.18105
08/05/2015 19:50,174,13.66019,1970.6,2.7,0.6,12.2,3.284501,165.0635,30.2443
08/05/2015 20:00,175,13.66019,1516.9,0.7,0.1,7.2,2.528331,158.3072,50.36736
08/05/2015 20:10,176,13.6946,1161.2,2.3,0,5.8,1.935668,157.8799,45.32668
08/05/2015 20:20,177,13.66355,1177.4,1.2,0.2,6.4,1.962167,147.939,50.04931
08/05/2015 20:30,178,13.69293,914.3,1.4,0,5.3,1.523834,151.3408,45.71807
08/05/2015 20:40,179,13.65935,1063.4,2,0.1,4.8,1.772166,176.8202,33.22232
08/05/2015 20:50,180,13.65851,1230.1,2.2,0.2,4.7,2.049999,165.1758,34.33634
08/05/2015 21:00,181,13.65851,1369.4,3.9,0.4,7.7,2.282666,142.4299,56.84602
08/05/2015 21:10,182,13.68621,1098.9,1.1,0,6,1.8315,155.1622,56.05936
08/05/2015 21:20,183,13.66774,852.8,3.9,0,4.4,1.421167,154.5304,53.36214
08/05/2015 21:30,184,13.65767,842.1,1.8,0,4.8,1.4035,140.7497,60.65826
08/05/2015 21:40,185,13.68789,1228.3,1.4,0.1,6.2,2.047333,138.7629,68.80209
08/05/2015 21:50,186,13.67278,1066.5,1.1,0.2,6.4,1.777832,151.2585,71.07001
08/05/2015 22:00,187,13.67278,1068.7,1.1,0,6.2,1.781,128.3,74.15332
08/05/2015 22:10,188,13.65431,803.8,1.1,0,5.3,1.339666,133.9579,68.0452
08/05/2015 22:20,189,13.68705,851.5,1.5,0,6.6,1.4195,116.4857,66.35659
08/05/2015 22:30,190,13.67362,854.1,2.4,0,4.6,1.4235,145.8906,48.06874
08/05/2015 22:40,191,13.66271,1139,2.2,0,8,1.8985,165.6325,38.22733
08/05/2015 22:50,192,13.70384,586.7,1.2,0,5.7,0.9780001,148.1483,39.76627
08/05/2015 23:00,193,13.6434,727,0.3,0,3.7,1.211501,140.6863,63.72839
08/05/2015 23:10,194,13.62409,577.1,0.2,0,3.6,0.9620003,134.4687,57.10701
08/05/2015 23:20,195,13.58548,624.3,0,0,4,1.041,97.09865,62.01969
08/05/2015 23:30,196,13.64256,1108.9,0.8,0,5,1.848333,176.9671,45.46025
08/05/2015 23:40,197,13.6392,849,0.9,0,4,1.415166,152.094,45.68416
08/05/2015 23:50,198,13.63417,440.8,0,0,2.4,0.7346668,153.8897,46.02449
09/05/2015 0:00,199,13.65515,534.7,0.3,0,2.9,0.8914996,167.6961,37.33795
09/05/2015 0:10,200,13.65935,434.5,0.2,0,3.2,0.7245,133.3958,66.75394
09/05/2015 0:20,201,13.65767,878.4,1,0.2,3.9,1.463834,221.7319,34.42885
09/05/2015 0:30,202,13.6988,543.9,0.8,0,3,0.9066665,194.8203,59.53789
09/05/2015 0:40,203,13.68789,579,2.8,0,4.7,0.9653339,173.4276,31.71631
09/05/2015 0:50,204,13.68118,1896.2,4.5,1,9.1,3.160501,179.8826,22.70241
09/05/2015 1:00,205,13.65851,2110.3,3.2,0.8,8.1,3.516998,170.2082,27.85141
09/05/2015 1:10,206,13.62073,1777.5,1.4,0.5,6.8,2.962332,156.9884,34.39183
09/05/2015 1:20,207,13.65767,1984.3,2.4,0.6,9.5,3.307168,154.523,37.10528
09/05/2015 1:30,208,13.65263,1589.4,5,0.6,6.8,2.649001,119.3268,66.50684
09/05/2015 1:40,209,13.67698,1648.1,2.3,0.4,7.7,2.746667,138.1635,60.81486
09/05/2015 1:50,210,13.65935,1408.2,1.8,0.4,8.1,2.346833,140.8442,71.25874
09/05/2015 2:00,211,13.67194,1461.7,2.9,0.4,6.9,2.436,140.6739,60.33519
09/05/2015 2:10,212,13.66187,2012.3,3.4,0.6,8.2,3.353167,148.4984,46.13728
09/05/2015 2:20,213,13.67026,2106.4,6.1,0.8,9.5,3.510168,154.9734,36.26836
09/05/2015 2:30,214,13.64928,2367.4,4.1,0.8,8.400001,3.945668,157.2858,28.14431
09/05/2015 2:40,215,13.67614,2404.7,4.4,0,9.3,4.008666,158.883,30.62795
09/05/2015 2:50,216,13.64676,2182.7,1.8,1.3,8.5,3.637667,160.5354,27.08612
09/05/2015 3:00,217,13.67446,1646.2,2.3,0.8,6.4,2.7435,157.8863,30.25759
09/05/2015 3:10,218,13.65347,1595.7,3.7,0.5,6.3,2.659499,155.9558,34.84669
09/05/2015 3:20,219,13.65767,1567.7,2.9,0.7,6.2,2.612834,154.3329,38.14217
09/05/2015 3:30,220,13.68873,1466.3,2.8,0.3,6.4,2.443334,155.9098,42.39314
09/05/2015 3:40,221,13.6711,1138.6,2.3,0.3,6.2,1.8975,159.2463,38.79209
09/05/2015 3:50,222,13.66019,1250.5,2.3,0.4,5,2.084168,156.1527,36.99104
09/05/2015 4:00,223,13.66103,1474.7,1.9,0.3,6.3,2.4575,157.8026,35.23083
09/05/2015 4:10,224,13.62745,1392.4,2.7,0.5,6.5,2.320333,155.3246,43.81984
09/05/2015 4:20,225,13.65096,1323.8,2.1,0.2,6.9,2.206499,152.0021,44.81705
09/05/2015 4:30,226,13.67782,1319.9,0,0,7.2,2.199834,151.4508,55.37585
09/05/2015 4:40,227,13.68537,1226.5,1.1,0,6.5,2.043833,148.4329,53.68875
09/05/2015 4:50,228,13.66103,1119.5,1.3,0,6.8,1.866166,143.5059,65.85941
09/05/2015 5:00,229,13.67782,662.7,0.5,0,6,1.104167,140.1938,65.07933
09/05/2015 5:10,230,13.65683,690.3,1.2,0,4.6,1.150666,163.1206,69.81026
09/05/2015 5:20,231,13.65347,1320.4,1.6,0.2,6.9,2.200001,164.1701,40.17862
09/05/2015 5:30,232,13.64928,1273.8,1.3,0.4,6.9,2.122999,198.2685,34.2069
09/05/2015 5:40,233,13.65431,596.6,1.5,0,3,0.9941661,227.6579,37.12405
09/05/2015 5:50,234,13.65683,832.1,2,0,3.3,1.387334,217.429,35.40079
09/05/2015 6:00,235,13.67446,902.9,0.9,0.2,3.5,1.504166,193.2328,30.02463
09/05/2015 6:10,236,13.70048,1297.7,3.4,0,5.7,2.163,162.6868,32.82072
09/05/2015 6:20,237,13.66942,1025,0.1,0,4.8,1.708166,163.7354,34.92162
09/05/2015 6:30,238,13.68873,900.8,0.5,0,5.7,1.501333,163.1234,42.745
09/05/2015 6:40,239,13.6753,832.9,2,0,3.9,1.388166,187.668,37.05573
09/05/2015 6:50,240,13.6711,1014.6,2.1,0.1,4.3,1.690834,192.3256,33.38562
09/05/2015 7:00,241,13.67698,994.3,1.3,0.4,3.2,1.657333,207.061,22.59216
09/05/2015 7:10,242,13.59555,230.4,0,0,1.3,0.3838333,176.1027,21.22411
09/05/2015 7:20,243,13.65515,877.6,2.8,0,5.3,1.462834,193.3491,29.31259
09/05/2015 7:30,244,13.65935,1054.2,1.5,0.5,3.6,1.757333,196.6437,20.46669
09/05/2015 7:40,245,13.67446,1018.8,1.9,0.3,3.2,1.698667,209.1982,19.534
09/05/2015 7:50,246,13.6434,1059,2,0.4,3.2,1.765,197.2256,21.88212
09/05/2015 8:00,247,13.65431,1010.1,1.6,0.6,3.2,1.683334,193.2111,22.28177
09/05/2015 8:10,248,13.67026,1104,1.8,0.8,3.8,1.839667,198.1798,22.37784
09/05/2015 8:20,249,13.68705,956.5,1.7,0,2.9,1.594501,205.4669,19.91458
09/05/2015 8:30,250,13.67614,990.3,1.3,0.4,3.7,1.650833,209.6207,18.76394
09/05/2015 8:40,251,13.68621,1030.4,2.2,0.4,3.2,1.717334,216.0934,17.5323
09/05/2015 8:50,252,13.67446,1199.7,1.2,0.9,3.8,1.9995,214.6078,16.41768
09/05/2015 9:00,253,13.67362,974.6,0.7,0.5,3.2,1.624167,213.7546,16.75864
09/05/2015 9:10,254,13.62577,684.8,0.9,0,2.4,1.141333,203.0221,23.11039
09/05/2015 9:20,255,13.69041,532.1,1.2,0,2.2,0.8873341,178.3994,23.8454
09/05/2015 9:30,256,13.66942,436.9,0.5,0,1.9,0.7283334,170.5387,20.52842
09/05/2015 9:40,257,13.65767,533.5,0.6,0,2.4,0.8889998,177.0475,28.63205
09/05/2015 9:50,258,13.68621,192.2,0,0,1.8,0.3201667,188.6669,15.88935
09/05/2015 10:00,259,13.71475,0.9,0,0,0.2,0.001666667,203.6187,1.098878
09/05/2015 10:10,260,13.69964,608.1,1,0,3.3,1.012999,178.5767,29.82465
09/05/2015 10:20,261,13.70888,601.6,0.6,0,3.5,1.0025,150.6323,57.94345
09/05/2015 10:30,262,13.71307,545.4,2.3,0,2.6,0.9093333,158.9526,41.10396
09/05/2015 10:40,263,13.69964,812,1.1,0.2,2.7,1.353167,180.5759,25.98735
09/05/2015 10:50,264,13.703,676.6,1.1,0.2,2.5,1.127166,203.0908,26.86059
09/05/2015 11:00,265,13.67362,698.3,1.2,0.2,2.8,1.164167,221.5833,25.66392
09/05/2015 11:10,266,13.66942,855.7,1.9,0,3.9,1.425834,239.8785,38.80889
09/05/2015 11:20,267,13.65263,1764,2.5,1,6.3,2.94,199.9871,23.31322
09/05/2015 11:30,268,13.67194,1627.6,3.6,1,6,2.7125,196.6193,24.6117
09/05/2015 11:40,269,13.68537,1434.2,1.5,0.9,4.9,2.389835,203.5604,23.14038
09/05/2015 11:50,270,13.67782,1480.7,2.7,0.7,4.9,2.468,203.8553,23.27222
09/05/2015 12:00,271,13.69796,1164.2,2.1,0.5,3.7,1.940666,186.2861,26.28821
09/05/2015 12:10,272,13.69796,1070.8,0.9,0.2,4.3,1.784834,181.2354,28.72375
09/05/2015 12:20,273,13.67866,617.4,1,0,2.9,1.029334,176.0428,25.94629
09/05/2015 12:30,274,13.68033,700.7,0,0,3,1.168,192.5921,27.23825
09/05/2015 12:40,275,13.6753,1102.9,3.8,0,4.6,1.838668,183.366,24.86484
09/05/2015 12:50,276,13.7072,1307.6,2.2,0.6,4.2,2.179834,189.2233,25.40588
09/05/2015 13:00,277,13.65683,1368.1,1.8,0.4,5.8,2.280167,176.3482,26.68749
09/05/2015 13:10,278,13.67949,1557.8,3.8,0.8,6.6,2.596166,171.768,24.88263
09/05/2015 13:20,279,13.68705,1531.9,2.8,1,6,2.552999,171.1974,28.52507
09/05/2015 13:30,280,13.67194,1823.3,4.9,0.8,6.6,3.038833,177.4793,28.38237
09/05/2015 13:40,281,13.67698,1925.8,1.9,1.1,6.6,3.210332,172.3124,24.97284
09/05/2015 13:50,282,13.67446,1387.1,0.9,0.7,5.3,2.311667,169.582,27.82448
09/05/2015 14:00,283,13.6988,1025.6,4.1,0.4,4.3,1.7095,166.8089,25.00423
