"TOA5","Wind","CR200X","No_SN","CR200X.Std.01","Wind Monitoring1.CR2","57348","WindData"
"TIMESTAMP","RECORD","battVolt","windRun","windSpeed","windSpeed_Min","windSpeed_Max","windSpeed_Avg","windDir_Avg","windDir_stdDev"
"TS","RN","","","","","","","",""
"","","Smp","Smp","Smp","Min","Max","WVc","WVc","WVc"
"2015-09-10 18:30:00",16153,12.95338,1.46674E+007,0,0,1.6,0.6735005,280.0141,20.00322
"2015-09-10 18:40:00",16154,12.95002,1.46674E+007,0,0,0,0,0,0
"2015-09-10 18:50:00",16155,12.93323,1.46674E+007,0,0,0,0,0,0
"2015-09-10 19:00:00",16156,12.93072,1.46674E+007,0,0,0,0,0,0
"2015-09-10 19:10:00",16157,12.92904,1.46674E+007,0,0,0,0,0,0
"2015-09-10 19:20:00",16158,12.92652,1.46674E+007,0,0,0,0,0,0
"2015-09-10 19:30:00",16159,12.91225,1.46674E+007,0,0,0,0,0,0
"2015-09-10 19:40:00",16160,12.91057,1.46674E+007,0,0,0,0,0,0
"2015-09-10 19:50:00",16161,12.90134,1.46674E+007,0,0,0,0,0,0
"2015-09-10 20:00:00",16162,12.90637,1.46674E+007,0,0,0,0,0,0
"2015-09-10 20:10:00",16163,12.89714,1.46674E+007,0,0,0,0,0,0
"2015-09-10 20:20:00",16164,12.89378,1.46674E+007,0,0,0,0,0,0
"2015-09-10 20:30:00",16165,12.87783,1.46674E+007,0,0,0,0,0,0
"2015-09-10 20:40:00",16166,12.88287,1.46674E+007,0,0,0,0,0,0
"2015-09-10 20:50:00",16167,12.87699,1.46674E+007,0,0,0,0,0,0
"2015-09-10 21:00:00",16168,12.86608,1.46674E+007,0,0,0,0,0,0
"2015-09-10 21:10:00",16169,12.87531,1.46674E+007,0,0,0,0,0,0
"2015-09-10 21:20:00",16170,12.86356,1.46674E+007,0,0,0,0,0,0
"2015-09-10 21:30:00",16171,12.85769,1.46674E+007,0,0,0,0,0,0
"2015-09-10 21:40:00",16172,12.85601,1.46674E+007,0,0,0,0,0,0
"2015-09-10 21:50:00",16173,12.86608,1.46674E+007,0,0,0,0,0,0
"2015-09-10 22:00:00",16174,12.85181,1.46674E+007,0,0,0,0,0,0
"2015-09-10 22:10:00",16175,12.84258,1.46674E+007,0,0,0,0,0,0
"2015-09-10 22:20:00",16176,12.84593,1.46674E+007,0,0,0,0,0,0
"2015-09-10 22:30:00",16177,12.83502,1.46674E+007,0,0,0,0,0,0
"2015-09-10 22:40:00",16178,12.82495,1.46674E+007,0,0,0,0,0,0
"2015-09-10 22:50:00",16179,12.81403,1.46674E+007,0,0,0,0,0,0
"2015-09-10 23:00:00",16180,12.82579,1.46674E+007,0,0,0,0,0,0
"2015-09-10 23:10:00",16181,12.81991,1.46674E+007,0,0,0,0,0,0
"2015-09-10 23:20:00",16182,12.8132,1.46674E+007,0,0,0,0,0,0
"2015-09-10 23:30:00",16183,12.81655,1.46674E+007,0,0,0,0,0,0
"2015-09-10 23:40:00",16184,12.80732,1.46674E+007,0,0,0,0,0,0
"2015-09-10 23:50:00",16185,12.79557,1.46674E+007,0,0,0,0,0,0
"2015-09-11 00:00:00",16186,12.80144,1.46674E+007,0,0,0,0,0,0
"2015-09-11 00:10:00",16187,12.7813,1.46674E+007,0,0,0,0,0,0
