"TOA5","CR200Series","CR200X","No_SN","CR200X.Std.01","Wind Monitoring2.CR2","57348","WindData"
"TIMESTAMP","RECORD","battVolt","windRun","windSpeed","windSpeed_Min","windSpeed_Max","windSpeed_Avg","windDir_Avg","windDir_stdDev"
"TS","RN","","","","","","","",""
"","","Smp","Smp","Smp","Min","Max","WVc","WVc","WVc"
"2015-06-10 14:20:00",4044,14.7162,7698531,4.4,2.8,9.5,5.045998,262.4181,11.79439
"2015-06-10 14:30:00",4045,14.70193,7701726,3.8,2.6,8.6,5.327165,262.8552,11.39048
"2015-06-10 14:40:00",4046,14.08243,7704700,6.8,2.1,7.2,4.958665,262.4942,11.85663
"2015-06-10 14:50:00",4047,14.10341,7708042,4.3,2.6,9.1,5.573499,262.8146,10.55885
"2015-06-10 15:00:00",4048,13.72818,7710980,3.2,2.4,8.5,4.890501,266.6635,11.7754
"2015-06-10 15:10:00",4049,13.49986,7713813,4.9,2,7.7,4.720499,261.8041,11.94682
"2015-06-10 15:20:00",4050,13.53008,7716196,3.7,1.7,7.1,3.978,257.7129,12.67494
"2015-06-10 15:30:00",4051,13.37478,7718412,4,1.9,6.2,3.696499,259.3624,14.74973
"2015-06-10 15:40:00",4052,13.27153,7720475,3.8,1.9,5.6,3.434333,257.8017,13.39772
"2015-06-10 15:50:00",4053,13.17919,7722947,5.4,1.8,7.9,4.118665,256.7061,13.50891
"2015-06-10 16:00:00",4054,13.107,7725945,6.4,2.5,7.8,4.988667,255.1219,13.56485
"2015-06-10 16:10:00",4055,13.08853,7728607,4.5,2.3,7.1,4.435168,253.4135,12.75467
"2015-06-10 16:20:00",4056,13.05495,7731201,4,2.4,7.1,4.321335,243.4471,10.73436
"2015-06-10 16:30:00",4057,13.03984,7733827,4.4,2.7,5.8,4.37083,236.2474,8.559638
"2015-06-10 16:40:00",4058,13.16072,7735811,2.7,1.9,4.7,3.318164,216.1074,14.23234
"2015-06-10 16:50:00",4059,13.01886,7737958,3.7,2.4,5.5,3.577832,202.8739,14.88378
"2015-06-10 17:00:00",4060,12.98276,7740874,5.7,3,7.1,4.869,207.1183,9.899405
"2015-06-10 17:10:00",4061,12.95674,7744277,7.1,4.3,7.6,5.659834,208.1359,10.33847
"2015-06-10 17:20:00",4062,12.94331,7747597,5.9,3.1,9.6,5.535831,211.891,13.01411
"2015-06-10 17:30:00",4063,12.93659,7751968,8,4.3,9.900001,7.289332,224.0065,6.786505
"2015-06-10 17:40:00",4064,12.92484,7756920,8.8,5.7,11.4,8.254499,220.8877,6.964985
"2015-06-10 17:50:00",4065,12.90889,7760960,8,4.1,9.900001,6.745168,222.4412,9.46705
"2015-06-10 18:00:00",4066,12.91645,7766652,10.5,3.6,15.5,9.491169,230.7839,10.71029
"2015-06-10 18:10:00",4067,12.89042,7773668,13.1,7.3,15.4,11.69684,234.277,8.073252
"2015-06-10 18:20:00",4068,12.89714,7781010,10.5,8.6,15.8,12.23767,232.2372,8.084345
"2015-06-10 18:30:00",4069,12.89126,7788202,11.6,8.3,15.2,11.9915,228.3137,6.866847
"2015-06-10 18:40:00",4070,12.8879,7795392,10.7,8.5,15,11.99467,225.333,6.513762
"2015-06-10 18:50:00",4071,12.87699,7801938,9.5,7.4,14.6,10.90917,220.3376,7.563084
