"TOA5","CR200Series","CR200X","No_SN","CR200X.Std.01","Wind Monitoring2.CR2","57348","WindData"
"TIMESTAMP","RECORD","battVolt","windRun","windSpeed","windSpeed_Min","windSpeed_Max","windSpeed_Avg","windDir_Avg","windDir_stdDev"
"TS","RN","","","","","","","",""
"","","Smp","Smp","Smp","Min","Max","WVc","WVc","WVc"
"2015-06-10 13:10:00",2893,12.92904,1722154,2.1,0.7,5,2.627666,259.1854,21.14351
"2015-06-10 13:20:00",2894,12.91645,1723535,1.8,0.5,4.8,2.302334,261.3124,21.22355
"2015-06-10 13:30:00",2895,12.89126,1724670,0.6,0.4,4,1.892667,257.7882,20.72207
"2015-06-10 13:40:00",2896,12.93911,1726064,1.8,0.6,4.7,2.325166,262.4853,22.27229
"2015-06-10 13:50:00",2897,12.8728,1727319,2.1,0.2,5.1,2.090666,258.1856,22.0647
"2015-06-10 14:00:00",2898,12.88371,1728544,1.1,0.3,4.3,2.044501,262.2308,19.24438
"2015-06-10 14:10:00",2899,12.94415,1729866,1.4,0.3,4.2,2.202834,266.0671,20.32317
"2015-06-10 14:20:00",2900,12.83754,1731241,1.6,0.5,4.9,2.2935,262.3613,20.72875
"2015-06-10 14:30:00",2901,12.79976,1732738,2.3,0.5,5.2,2.495668,263.9261,22.74057
"2015-06-10 14:40:00",2902,12.87028,1734212,2,0.6,5.4,2.458168,259.3228,21.18847
"2015-06-10 14:50:00",2903,12.7813,1735825,2.7,0.9,6.7,2.688001,264.1976,21.81213
"2015-06-10 15:00:00",2904,12.74184,1737547,1.8,0.6,6.6,2.87517,259.7124,21.66635
"2015-06-10 15:10:00",2905,12.69483,1739138,0.7,0.6,6.8,2.654001,255.4772,22.96916
"2015-06-10 15:20:00",2906,12.67721,1740714,1.6,0,8.1,2.624833,249.6779,25.57046
"2015-06-10 15:30:00",2907,12.65874,1741969,2.6,0.3,5.7,2.092334,251.1575,25.00132
"2015-06-10 15:40:00",2908,12.65118,1743758,1.4,0.5,6.6,2.980833,246.8853,26.21143
"2015-06-10 15:50:00",2909,12.61928,1745508,3,0.7,6.2,2.914666,248.366,23.87199
"2015-06-10 16:00:00",2910,12.59326,1747218,3.4,0.6,6.3,2.8515,248.7988,24.09741
"2015-06-10 16:10:00",2911,12.55884,1749001,1.9,0.4,7.7,2.971333,249.7352,23.05087
"2015-06-10 16:20:00",2912,12.53618,1750342,3.7,0.5,4.7,2.235,248.5578,24.13088
"2015-06-10 16:30:00",2913,12.51855,1751845,1.9,0.5,5.7,2.503333,248.1911,25.26223
"2015-06-10 16:40:00",2914,12.511,1753219,1.1,0.6,6.1,2.289832,256.7197,25.32005
"2015-06-10 16:50:00",2915,12.48162,1754316,3.1,0.2,4.8,1.828168,254.918,26.08642
"2015-06-10 17:00:00",2916,12.4749,1755827,2.5,0.9,6.8,2.5165,255.2226,23.88602
"2015-06-10 17:10:00",2917,12.46483,1756977,3,0.3,5,1.914167,252.3251,25.6147
"2015-06-10 17:20:00",2918,12.44636,1758336,1.6,0.8,5.1,2.264167,259.0081,19.01824
"2015-06-10 17:30:00",2919,12.4472,1759818,3.1,0.2,6,2.472,260.8408,23.00549
"2015-06-10 17:40:00",2920,12.43125,1761508,2.7,1,7.3,2.816999,244.5785,24.29059
"2015-06-10 17:50:00",2921,12.42118,1762928,2.1,0.6,6.5,2.367999,241.6345,26.02487
