Variable,Date,Depth,Data,QC
Dissolved Oxygen (DO mg/l),2015-05-15 12:21:00,0.389,11.3,11
Dissolved Oxygen (DO mg/l),2015-07-15 11:26:00,3.456,11.96,11
Dissolved Oxygen (DO mg/l),2015-07-15 11:26:00,3.041,12.02,11
Dissolved Oxygen (DO mg/l),2015-07-15 11:26:00,0.987,12.11,11
Dissolved Oxygen (DO mg/l),2015-07-15 11:26:00,0.503,12.05,11
Dissolved Oxygen (DO mg/l),2015-07-15 11:26:00,0.285,12.12,11
Dissolved Oxygen (DO mg/l),2015-07-15 11:26:00,1.525,12.07,11
Dissolved Oxygen (DO mg/l),2015-07-15 11:26:00,2.509,11.96,11
Dissolved Oxygen (DO mg/l),2015-07-15 11:26:00,2.107,12.01,11
Dissolved Oxygen (DO mg/l),2015-09-10 10:31:00,0.594,12.77,11
Dissolved Oxygen (DO mg/l),2015-11-11 10:26:00,0.391,10.36,11
Dissolved Oxygen (DO mg/l),2016-01-28 10:44:00,0.515,9.49,11
Dissolved Oxygen (DO mg/l),2016-03-31 15:35:00,0.2,9.66,11
Dissolved Oxygen (DO mg/l),2016-03-31 15:49:00,0.19,9.58,11
Dissolved Oxygen (DO mg/l),2016-05-26 13:57:00,0.367,12.63,11
Dissolved Oxygen (DO mg/l),2016-07-21 12:21:00,0.223,12.24,11
Dissolved Oxygen (DO mg/l),2016-09-14 12:40:00,0.2,11.1,11
Dissolved Oxygen (DO mg/l),2016-09-14 12:57:00,0.136,11.23,11
Dissolved Oxygen (DO mg/l),2016-11-24 13:00:00,0.2,9.46,11
Dissolved Oxygen (DO mg/l),2016-11-24 13:01:00,0.332,9.6,11
Dissolved Oxygen (DO mg/l),2017-01-27 15:05:00,0.2,8.7,11
Dissolved Oxygen (DO mg/l),2017-01-27 15:06:00,0.172,9.05,11
Dissolved Oxygen (DO mg/l),2017-02-22 12:40:00,0.2,9.28,11
Dissolved Oxygen (DO mg/l),2017-02-22 12:41:00,0.317,9.42,11
Dissolved Oxygen (DO mg/l),2017-04-28 09:20:00,0.2,9.9,11
Dissolved Oxygen (DO mg/l),2017-04-28 09:21:00,0.222,10.14,11
Dissolved Oxygen (DO mg/l),2017-06-21 16:36:00,0.262,11.56,11
Dissolved Oxygen (DO mg/l),2017-07-25 17:00:00,0.2,12.1,11
Dissolved Oxygen (DO mg/l),2017-07-25 17:35:00,0.269,11.91,11
Dissolved Oxygen (DO mg/l),2017-09-11 16:41:00,0.304,11.68,11
Dissolved Oxygen (DO mg/l),2017-10-18 10:00:00,0.2,10.29,11
Dissolved Oxygen (DO mg/l),2017-11-23 17:05:00,0.2,9.16,11
Dissolved Oxygen (DO mg/l),2017-11-23 17:06:00,0.248,9.2,11
Dissolved Oxygen (DO mg/l),2018-01-11 18:10:00,0.2,8.73,11
Dissolved Oxygen (DO mg/l),2018-03-22 15:10:00,0.237,9.56,11
Dissolved Oxygen (DO mg/l),2018-03-22 15:10:00,0.2,9.33,11
Dissolved Oxygen (DO mg/l),2018-05-08 14:15:00,0.2,10.41,11
Dissolved Oxygen (DO mg/l),2018-07-26 14:25:00,0.2,11.98,11
Dissolved Oxygen (DO mg/l),2018-09-26 12:25:00,0.2,11.24,11
Dissolved Oxygen (DO mg/l),2018-11-28 10:40:00,0.2,9.59,11
Dissolved Oxygen (DO mg/l),2019-01-09 16:30:00,0.2,8.36,11
Dissolved Oxygen (DO mg/l),2019-02-13 17:15:00,0.2,8.86,11
Dissolved Oxygen (DO mg/l),2019-03-12 16:15:00,0.2,9.03,11
Dissolved Oxygen (DO mg/l),2019-04-16 14:00:00,0.2,10.04,11
Dissolved Oxygen (DO mg/l),2019-05-22 09:25:00,0.2,10.66,11
Dissolved Oxygen (DO mg/l),2019-06-20 11:55:00,0.2,11.61,11
Dissolved Oxygen (DO mg/l),2019-07-23 16:55:00,0.2,11.76,11
Dissolved Oxygen (DO mg/l),2019-08-27 14:45:00,0.2,11.87,11
Dissolved Oxygen (DO mg/l),2019-09-26 09:05:00,0.2,10.98,11
Dissolved Oxygen (DO mg/l),2019-10-23 08:55:00,0.2,10.41,11
Dissolved Oxygen (DO mg/l),2019-11-19 15:05:00,0.2,10.1,11
Dissolved Oxygen (DO mg/l),2019-12-16 12:45:00,0.2,9.51,11
Dissolved Oxygen (DO mg/l),2020-01-23 11:55:00,0.2,8.63,11
Dissolved Oxygen (DO mg/l),2020-02-17 15:40:00,0.2,8.92,11
Dissolved Oxygen (DO mg/l),2020-05-13 13:35:00,0.2,10.95,11
Dissolved Oxygen (DO mg/l),2020-06-10 14:40:00,0.2,11.71,11
Dissolved Oxygen (DO mg/l),2020-08-13 09:59:00,0.2,12.03,11
Dissolved Oxygen (DO mg/l),2020-10-20 14:30:00,0.2,10.28,11
Dissolved Oxygen (DO mg/l),2020-12-22 14:15:00,0.2,9.33,11
Dissolved Oxygen (DO mg/l),2021-02-24 11:05:00,0.2,8.71,11
Dissolved Oxygen (DO mg/l),2021-04-29 13:50:00,0.2,10.63,11
Dissolved Oxygen (DO mg/l),2021-06-22 12:35:00,0.2,11.31,11
