Variable,Date,Depth,Data,QC
Transparency - Secchi,22/06/2021 12:35,0.0,0.99,11
Transparency - Secchi,29/04/2021 13:50,0.0,1.03,11
Transparency - Secchi,24/02/2021 11:05,0.0,1.15,11
Transparency - Secchi,22/12/2020 14:15,0.0,1.23,11
Transparency - Secchi,20/10/2020 14:30,0.0,1.75,11
Transparency - Secchi,13/08/2020 9:59,0.0,1.19,11
Transparency - Secchi,10/06/2020 14:40,0.0,1.21,11
Transparency - Secchi,13/05/2020 13:35,0.0,1.24,11
Transparency - Secchi,17/02/2020 15:40,0.0,1.44,11
Transparency - Secchi,23/01/2020 11:55,0.0,1.62,11
Transparency - Secchi,16/12/2019 12:45,0.0,1.52,11
Transparency - Secchi,19/11/2019 15:05,0.0,1.59,11
Transparency - Secchi,23/10/2019 8:55,0.0,1.54,11
Transparency - Secchi,26/09/2019 9:05,0.0,1.38,11
Transparency - Secchi,23/07/2019 16:55,0.0,1.22,11
Transparency - Secchi,20/06/2019 11:55,0.0,1.52,11
Transparency - Secchi,22/05/2019 9:25,0.0,1.19,11
Transparency - Secchi,16/04/2019 14:00,0.0,1.3,11
Transparency - Secchi,12/03/2019 16:15,0.0,1.08,11
Transparency - Secchi,9/01/2019 16:30,0.0,1.43,11
Transparency - Secchi,28/11/2018 10:40,0.0,1.38,11
Transparency - Secchi,26/09/2018 12:25,0.0,1.7,11
Transparency - Secchi,26/07/2018 14:25,0.0,1.12,11
Transparency - Secchi,8/05/2018 14:15,0.0,1.19,11
Transparency - Secchi,22/03/2018 15:10,0.0,1.14,11
Transparency - Secchi,11/01/2018 18:10,0.0,1.48,11
Transparency - Secchi,23/11/2017 17:05,0.0,1.68,11
Transparency - Secchi,25/07/2017 17:00,0.0,1.19,11
Transparency - Secchi,21/06/2017 16:30,0.0,1.21,11
Transparency - Secchi,28/04/2017 9:20,0.0,1.38,11
Transparency - Secchi,22/02/2017 12:40,0.0,1.32,11
Transparency - Secchi,27/01/2017 15:05,0.0,1.35,11
Transparency - Secchi,24/11/2016 13:00,0.0,1.52,11
Transparency - Secchi,14/09/2016 12:40,0.0,1.39,11
Transparency - Secchi,21/07/2016 12:20,0.0,1.4,11
Transparency - Secchi,26/05/2016 12:25,0.0,1.09,11
Transparency - Secchi,31/03/2016 15:35,0.0,1.37,11
Transparency - Secchi,28/01/2016 10:30,0.0,1.05,11
Transparency - Secchi,11/11/2015 10:25,0.0,1.48,11
Transparency - Secchi,10/09/2015 10:25,0.0,1.65,11
