Variable,Date,Depth,Data,QC
Cryptophyta (Cryptomonas sp.),29/04/2021 13:55,0.2,1.0,4
Cryptophyta (Cryptomonas sp.),24/02/2021 11:10,0.2,1.0,4
Cryptophyta (Cryptomonas sp.),23/01/2020 12:07,0.2,19.0,4
Cryptophyta (Cryptomonas sp.),16/12/2019 12:55,0.2,2.0,4
Cryptophyta (Cryptomonas sp.),26/09/2019 9:10,0.2,19.0,4
Cryptophyta (Cryptomonas sp.),23/07/2019 17:00,0.2,10.0,4
Cryptophyta (Cryptomonas sp.),20/06/2019 12:00,0.2,1.0,4
Cryptophyta (Cryptomonas sp.),12/03/2019 16:20,0.2,10.0,4
Cryptophyta (Cryptomonas sp.),22/05/2019 9:30,0.2,20.0,4
Cryptophyta (Cryptomonas sp.),8/05/2018 14:20,0.2,10.0,4
Cryptophyta (Cryptomonas sp.),28/04/2017 9:20,0.2,10.0,4
Cryptophyta (Cryptomonas sp.),22/02/2017 12:40,0.2,10.0,4
Cryptophyta (Cryptomonas sp.),11/11/2015 10:30,0.2,1.0,4
Cryptophyta (Cryptomonas sp.),15/07/2015 11:35,0.2,1.0,4
