"TOA5","Wind","CR200X","No_SN","CR200X.Std.01","Wind Monitoring1.CR2","57348","WindData"
"TIMESTAMP","RECORD","battVolt","windRun","windSpeed","windSpeed_Min","windSpeed_Max","windSpeed_Avg","windDir_Avg","windDir_stdDev"
"TS","RN","","","","","","","",""
"","","Smp","Smp","Smp","Min","Max","WVc","WVc","WVc"
"2017-08-04 15:20:00",117212,14.38295,1.757494E+008,2.2,0,4,1.293666,69.3056,35.88033
"2017-08-04 15:30:00",117213,14.36112,1.757494E+008,0.9,0,4.9,1.542167,46.47447,28.65464
"2017-08-04 15:40:00",117214,14.25703,1.757494E+008,2.9,0,4.9,1.668667,48.72291,31.6922
"2017-08-04 15:50:00",117215,13.5007,1.757494E+008,0,0,3.4,0.8003334,48.95987,28.8695
"2017-08-04 16:00:00",117216,13.25474,1.757494E+008,0.4,0,3.3,0.6544998,36.69521,27.36154
"2017-08-04 16:10:00",117217,13.08098,1.757494E+008,2.3,0,4.2,1.813166,42.94027,30.69265
"2017-08-04 16:20:00",117218,12.97605,1.757494E+008,1.8,0,5.7,1.512667,65.31615,30.52614
"2017-08-04 16:30:00",117219,12.9601,1.757494E+008,0.3,0,3.7,1.0125,68.86064,26.19771
"2017-08-04 16:40:00",117220,12.8879,1.757494E+008,1.9,0,4.5,1.513499,60.81414,24.70606
"2017-08-04 16:50:00",117221,12.8602,1.757494E+008,0,0,3.7,0.9746671,64.44057,32.50515
"2017-08-04 17:00:00",117222,12.84425,1.757494E+008,1.9,0,5.4,1.812833,66.82259,30.08415
"2017-08-04 17:10:00",117223,12.84593,1.757494E+008,2.8,0,6.2,1.830333,54.30939,31.34925
"2017-08-04 17:20:00",117224,12.81739,1.757494E+008,3,0,6.4,2.652834,57.02667,26.79382
"2017-08-04 17:30:00",117225,12.79221,1.757494E+008,1.9,0,5.1,2.311999,52.99165,23.54298
"2017-08-04 17:40:00",117226,12.78549,1.757494E+008,2.9,0,4.6,1.981833,57.17006,22.00343
"2017-08-04 17:50:00",117227,12.77626,1.757494E+008,1,0,4.5,1.8355,62.17949,21.70959
"2017-08-04 18:00:00",117228,12.77374,1.757494E+008,0.7,0,4.9,1.7915,64.24777,26.9256
"2017-08-04 18:10:00",117229,12.76367,1.757494E+008,2.2,0,5.6,2.295333,64.11773,29.59887
"2017-08-04 18:20:00",117230,12.7494,1.757494E+008,0.2,0,6.7,2.520332,60.1781,24.9153
"2017-08-04 18:30:00",117231,12.75108,1.757494E+008,3.5,0,5.9,2.232499,59.76413,24.55516
"2017-08-04 18:40:00",117232,12.74268,1.757494E+008,3.4,0,4.8,2.021834,56.52385,25.42364
"2017-08-04 18:50:00",117233,12.74688,1.757494E+008,2.3,0,4.6,2.063166,61.55048,22.37705
"2017-08-04 19:00:00",117234,12.73429,1.757494E+008,1.4,0,3.3,1.096667,77.71861,29.60374
"2017-08-04 19:10:00",117235,12.73009,1.757494E+008,1.6,0,4.9,1.462667,59.31061,25.21812
"2017-08-04 19:20:00",117236,12.72673,1.757494E+008,2.2,0,3.7,0.8691666,81.72526,29.92862
"2017-08-04 19:30:00",117237,12.71498,1.757494E+008,0,0,2.7,0.5465001,74.30674,37.75732
"2017-08-04 19:40:00",117238,12.71078,1.757494E+008,0,0,2.5,0.4696667,69.56413,23.00854
