Variable,Date,Depth,Data,QC
Sulphate - Total as SO4,2000-07-24 12:00:00,,1.4,11
Sulphate - Total as SO4,2000-09-18 12:00:00,,0.7,11
Sulphate - Total as SO4,2000-11-20 12:00:00,,,140
Sulphate - Total as SO4,2001-01-22 12:00:00,,1.4,29
Sulphate - Total as SO4,2001-03-20 12:00:00,,0.2,29
Sulphate - Total as SO4,2001-05-11 12:00:00,,1.4,29
Sulphate - Total as SO4,2002-07-30 09:15:00,,1.1,11
Sulphate - Total as SO4,2002-09-11 13:30:00,,1.1,11
Sulphate - Total as SO4,2002-11-27 13:15:00,0,1.1,11
Sulphate - Total as SO4,2003-01-20 09:05:00,0,1.2,11
Sulphate - Total as SO4,2003-03-03 09:30:00,0,1.2,11
Sulphate - Total as SO4,2003-05-14 09:10:00,0,1.5,11
Sulphate - Total as SO4,2004-07-13 00:00:00,0,1.1,11
Sulphate - Total as SO4,2004-09-07 10:10:00,0,1.0,11
Sulphate - Total as SO4,2004-11-17 10:10:00,0,1.0,11
Sulphate - Total as SO4,2007-05-01 16:20:00,0.2,0.7,11
Sulphate - Total as SO4,2007-05-15 11:45:00,0.2,0.8,11
Sulphate - Total as SO4,2007-05-30 12:45:00,0.2,0.7,11
Sulphate - Total as SO4,2007-06-26 00:00:00,0.2,0.6,21
Sulphate - Total as SO4,2007-06-26 00:00:00,0.2,0.6,21
Sulphate - Total as SO4,2007-07-12 13:00:00,0.2,0.6,11
Sulphate - Total as SO4,2007-07-12 13:00:00,0.2,0.6,11
Sulphate - Total as SO4,2007-07-26 00:00:00,0.2,0.6,11
Sulphate - Total as SO4,2007-07-26 00:00:00,0.2,0.6,11
Sulphate - Total as SO4,2007-08-06 00:00:00,0.2,8.0,11
Sulphate - Total as SO4,2007-08-06 00:00:00,0.2,8.0,11
Sulphate - Total as SO4,2007-08-21 13:08:00,0.2,0.7,11
Sulphate - Total as SO4,2007-09-20 00:00:00,0.2,0.8,11
Sulphate - Total as SO4,2007-10-16 00:00:00,0.2,0.7,11
Sulphate - Total as SO4,2007-11-15 12:50:00,0.2,0.7,11
Sulphate - Total as SO4,2007-12-13 14:30:00,0.2,0.7,11
Sulphate - Total as SO4,2008-01-14 12:30:00,0.2,0.7,11
Sulphate - Total as SO4,2008-02-15 13:30:00,0.2,0.6,11
Sulphate - Total as SO4,2008-03-13 13:30:00,0.2,0.7,11
Sulphate - Total as SO4,2008-04-16 14:00:00,0.2,0.7,11
Sulphate - Total as SO4,2008-05-14 11:25:00,0.2,0.6,11
Sulphate - Total as SO4,2008-06-17 14:50:00,0.2,0.6,11
Sulphate - Total as SO4,2011-07-21 13:30:00,0.2,0.9,11
Sulphate - Total as SO4,2011-09-07 13:55:00,0.2,0.8,11
Sulphate - Total as SO4,2011-11-29 13:15:00,0.2,0.7,11
Sulphate - Total as SO4,2012-01-04 11:55:00,0.2,0.6,11
Sulphate - Total as SO4,2012-01-16 12:26:00,0.2,0.8,11
Sulphate - Total as SO4,2012-05-09 16:10:00,0.2,0.1,11
Sulphate - Total as SO4,2012-05-09 16:10:00,0.2,0.8,11
Sulphate - Total as SO4,2012-05-09 16:10:00,0.2,0.9,11
Sulphate - Total as SO4,2012-07-10 13:30:00,0.2,0.9,11
Sulphate - Total as SO4,2012-09-04 12:20:00,0.2,0.9,11
Sulphate - Total as SO4,2012-11-08 11:15:00,0.2,0.8,11
Sulphate - Total as SO4,2013-01-10 12:15:00,0.2,0.8,11
Sulphate - Total as SO4,2013-03-07 11:00:00,0.2,0.8,11
Sulphate - Total as SO4,2013-05-08 11:54:00,0.2,0.7,11
Sulphate - Total as SO4,2013-06-19 13:00:00,0.2,0.8,11
Sulphate - Total as SO4,2013-07-10 14:45:00,0.2,0.7,11
Sulphate - Total as SO4,2013-09-17 14:00:00,0.2,0.7,11
Sulphate - Total as SO4,2013-11-12 14:20:00,0.2,0.6,11
Sulphate - Total as SO4,2014-01-08 15:00:00,0.2,0.7,4
Sulphate - Total as SO4,2014-03-05 12:00:00,0.2,0.7,4
Sulphate - Total as SO4,2014-05-12 13:45:00,0.2,0.6,4
Sulphate - Total as SO4,2014-07-23 09:40:00,0.2,0.6,4
