Variable,Date,Data
WaterTemp,23/11/2023 11:22:50,15.36018
WaterTemp,23/11/2023 11:30:00,15.36249
WaterTemp,23/11/2023 11:45:00,15.36116
WaterTemp,23/11/2023 11:50:35,15.3607
WaterTemp,23/11/2023 12:00:00,15.36239
WaterTemp,23/11/2023 12:15:00,15.35354
WaterTemp,23/11/2023 12:30:00,15.36274
WaterTemp,23/11/2023 12:45:00,15.35162
WaterTemp,23/11/2023 13:00:00,15.3459
WaterTemp,23/11/2023 13:15:00,15.34362
WaterTemp,23/11/2023 13:30:00,15.34355
WaterTemp,23/11/2023 13:45:00,15.34127
WaterTemp,23/11/2023 14:00:00,15.33449
WaterTemp,23/11/2023 14:15:00,15.32786
WaterTemp,23/11/2023 14:30:00,15.33106
WaterTemp,23/11/2023 14:45:00,15.32276
WaterTemp,23/11/2023 15:00:00,15.32484
WaterTemp,23/11/2023 15:15:00,15.33848
WaterTemp,23/11/2023 15:30:00,15.47263
WaterTemp,23/11/2023 15:45:00,15.49406
WaterTemp,23/11/2023 16:00:00,15.54662
WaterTemp,23/11/2023 16:15:00,15.57026
WaterTemp,23/11/2023 16:30:00,15.60092
WaterTemp,23/11/2023 16:45:00,15.54714
WaterTemp,23/11/2023 17:00:00,15.6698
WaterTemp,23/11/2023 17:15:00,15.51891
WaterTemp,23/11/2023 17:30:00,15.59346
WaterTemp,23/11/2023 17:45:00,15.68082
WaterTemp,23/11/2023 18:00:00,15.81597
WaterTemp,23/11/2023 18:15:00,15.96184
WaterTemp,23/11/2023 18:30:00,16.047819
WaterTemp,23/11/2023 18:45:00,16.07897
WaterTemp,23/11/2023 19:00:00,16.151751
WaterTemp,23/11/2023 19:15:00,16.220131
WaterTemp,23/11/2023 19:30:00,16.32972
WaterTemp,23/11/2023 19:45:00,16.39695
WaterTemp,23/11/2023 20:00:00,16.421009
WaterTemp,23/11/2023 20:15:00,16.542231
WaterTemp,23/11/2023 20:30:00,16.73564
WaterTemp,23/11/2023 21:00:00,16.373131
WaterTemp,23/11/2023 21:15:00,16.342421
WaterTemp,23/11/2023 21:30:00,16.352501
WaterTemp,23/11/2023 21:45:00,16.325781
WaterTemp,23/11/2023 22:00:00,16.388309
WaterTemp,23/11/2023 22:15:00,16.369881
WaterTemp,23/11/2023 22:30:00,16.373211
WaterTemp,23/11/2023 22:45:00,16.381399
WaterTemp,23/11/2023 23:00:00,16.4133
WaterTemp,23/11/2023 23:15:00,16.63459
WaterTemp,23/11/2023 23:30:00,16.743521
