Variable,Date,Depth,Data,QC
Iron  - Dissolved/Filt as Fe,17/11/2004 10:10,0,0.378,11
Iron  - Dissolved/Filt as Fe,7/09/2004 10:10,0,0.435,11
Iron  - Dissolved/Filt as Fe,13/07/2004 0:00,0,0.367,11
