Variable,Date,Depth,Data,QC
Transparency - Secchi,1992-09-28 12:00:00,,,140
Transparency - Secchi,1992-11-08 12:00:00,,,140
Transparency - Secchi,1992-12-08 12:00:00,,,140
Transparency - Secchi,1993-01-05 12:00:00,,,140
Transparency - Secchi,1993-01-28 12:00:00,,,140
Transparency - Secchi,1993-03-03 12:00:00,,,140
Transparency - Secchi,1993-03-30 12:00:00,,,140
Transparency - Secchi,1993-05-27 12:00:00,,,140
Transparency - Secchi,1993-08-31 12:00:00,,,140
Transparency - Secchi,1993-09-29 12:00:00,,,140
Transparency - Secchi,1993-11-02 12:00:00,,,140
Transparency - Secchi,1993-12-02 12:00:00,,,140
Transparency - Secchi,1993-12-21 12:00:00,,,140
Transparency - Secchi,1994-01-25 12:00:00,,,140
Transparency - Secchi,1994-02-23 12:00:00,,,140
Transparency - Secchi,1994-02-23 12:00:00,,,140
Transparency - Secchi,1994-03-24 12:00:00,,,140
Transparency - Secchi,1994-05-04 12:00:00,,,140
Transparency - Secchi,1994-05-31 12:00:00,,,140
Transparency - Secchi,1994-06-21 12:00:00,,,140
Transparency - Secchi,1994-07-28 12:00:00,,,140
Transparency - Secchi,1994-09-28 12:00:00,,,140
Transparency - Secchi,1995-02-08 12:00:00,,,140
Transparency - Secchi,1995-02-23 12:00:00,,,140
Transparency - Secchi,1995-04-11 12:00:00,,,140
Transparency - Secchi,1995-06-16 12:00:00,,,140
Transparency - Secchi,1995-08-16 12:00:00,,,140
Transparency - Secchi,1995-10-03 12:00:00,,,140
Transparency - Secchi,1995-10-24 12:00:00,,,140
Transparency - Secchi,1995-11-08 12:00:00,,,140
Transparency - Secchi,1995-12-18 12:00:00,,,140
Transparency - Secchi,1996-01-09 12:00:00,,,140
Transparency - Secchi,1996-02-15 12:00:00,,,140
Transparency - Secchi,1996-03-07 12:00:00,,,140
Transparency - Secchi,1996-04-15 12:00:00,,,140
Transparency - Secchi,1996-05-16 12:00:00,,,140
Transparency - Secchi,1996-06-11 12:00:00,,,140
Transparency - Secchi,1996-06-11 12:00:00,,,140
Transparency - Secchi,1996-07-08 12:00:00,,,140
Transparency - Secchi,1996-08-08 12:00:00,,,140
Transparency - Secchi,1996-09-06 12:00:00,,,140
Transparency - Secchi,1996-10-01 12:00:00,,,140
Transparency - Secchi,1996-11-05 12:00:00,,,140
Transparency - Secchi,1996-12-02 12:00:00,,,140
Transparency - Secchi,1996-12-02 12:00:00,,,140
Transparency - Secchi,1997-01-07 12:00:00,,,140
Transparency - Secchi,1997-06-17 12:00:00,,,140
Transparency - Secchi,1997-07-22 12:00:00,,,140
Transparency - Secchi,1997-08-20 12:00:00,,,140
Transparency - Secchi,1997-10-20 12:00:00,,,140
Transparency - Secchi,1997-12-08 12:00:00,,,140
Transparency - Secchi,1998-02-16 12:00:00,,,140
Transparency - Secchi,1998-04-21 12:00:00,,,140
Transparency - Secchi,1998-04-21 12:00:00,,,140
Transparency - Secchi,1998-06-15 12:00:00,,,140
Transparency - Secchi,1998-06-15 12:00:00,,,140
Transparency - Secchi,1998-09-15 11:34:00,3.4,0.5,30
Transparency - Secchi,1998-09-15 12:00:00,,0.3,21
Transparency - Secchi,2008-12-15 11:10:00,0.2,,140
Transparency - Secchi,2008-12-15 11:25:00,0.2,,140
Transparency - Secchi,2008-12-15 11:45:00,0.2,,140
Transparency - Secchi,2008-12-15 13:10:00,0.2,,140
Transparency - Secchi,2009-01-19 12:15:00,,159.0,11
Transparency - Secchi,2009-01-19 12:25:00,,142.0,11
Transparency - Secchi,2009-01-19 12:45:00,,129.0,11
Transparency - Secchi,2009-01-19 13:10:00,,156.0,11
Transparency - Secchi,2009-01-19 13:30:00,,157.0,11
Transparency - Secchi,2009-02-11 11:25:00,,138.0,11
Transparency - Secchi,2009-02-11 11:40:00,,183.0,11
Transparency - Secchi,2009-02-11 12:00:00,,210.0,11
Transparency - Secchi,2009-02-11 12:25:00,,176.0,11
Transparency - Secchi,2009-02-11 12:35:00,,213.0,11
Transparency - Secchi,2009-03-16 11:15:00,,154.0,11
Transparency - Secchi,2009-03-16 11:50:00,,157.0,11
Transparency - Secchi,2009-03-16 12:05:00,,129.0,11
Transparency - Secchi,2009-03-16 12:15:00,,157.0,11
Transparency - Secchi,2009-03-16 12:20:00,,76.0,11
Transparency - Secchi,2009-04-09 11:50:00,,136.0,11
Transparency - Secchi,2009-04-09 12:15:00,,147.0,11
Transparency - Secchi,2009-04-09 12:30:00,,135.0,11
Transparency - Secchi,2009-04-09 12:50:00,,144.0,11
Transparency - Secchi,2009-04-09 13:30:00,,180.0,11
Transparency - Secchi,2009-05-14 12:20:00,,196.0,11
Transparency - Secchi,2009-05-14 12:35:00,,189.0,11
Transparency - Secchi,2009-05-14 12:50:00,,159.0,11
Transparency - Secchi,2009-05-14 13:20:00,,192.0,11
Transparency - Secchi,2009-05-14 13:30:00,,181.0,11
Transparency - Secchi,2009-06-15 11:40:00,,1.48,11
Transparency - Secchi,2009-06-15 11:50:00,,1.47,11
Transparency - Secchi,2009-06-15 12:05:00,,1.31,11
Transparency - Secchi,2009-06-15 12:15:00,,1.66,11
Transparency - Secchi,2009-06-15 12:20:00,,1.56,11
Transparency - Secchi,2009-07-15 12:35:00,,1.2,11
Transparency - Secchi,2009-07-15 12:45:00,,1.4,11
Transparency - Secchi,2009-07-15 13:05:00,,0.8,11
Transparency - Secchi,2009-07-15 13:40:00,,0.6,11
Transparency - Secchi,2009-07-15 13:55:00,,0.85,11
Transparency - Secchi,2009-08-13 15:45:00,,1.17,11
Transparency - Secchi,2009-08-13 16:00:00,,1.34,11
Transparency - Secchi,2009-08-13 16:10:00,,1.19,11
Transparency - Secchi,2009-08-13 16:20:00,,1.3,11
Transparency - Secchi,2009-08-13 16:30:00,,1.31,11
Transparency - Secchi,2009-09-15 12:00:00,,1.36,11
Transparency - Secchi,2009-09-15 12:27:00,,1.42,11
Transparency - Secchi,2009-09-15 12:36:00,,1.4,11
Transparency - Secchi,2009-09-15 12:50:00,,1.3,11
Transparency - Secchi,2009-10-11 12:22:00,,1.48,11
Transparency - Secchi,2009-10-11 12:29:00,,1.46,11
Transparency - Secchi,2009-10-11 13:13:00,,1.58,11
Transparency - Secchi,2009-10-11 13:35:00,,1.46,11
Transparency - Secchi,2009-10-11 13:48:00,,1.49,11
Transparency - Secchi,2009-10-15 12:31:00,,1.42,11
Transparency - Secchi,2009-10-15 12:40:00,,1.39,11
Transparency - Secchi,2009-10-15 13:05:00,,1.56,11
Transparency - Secchi,2009-10-15 14:02:00,,1.36,11
Transparency - Secchi,2009-10-15 14:12:00,,1.33,11
Transparency - Secchi,2009-11-10 12:22:00,,1.48,11
Transparency - Secchi,2009-11-10 12:29:00,,1.46,11
Transparency - Secchi,2009-11-10 13:13:00,,1.58,11
Transparency - Secchi,2009-11-10 13:35:00,,1.46,11
Transparency - Secchi,2009-11-10 13:48:00,,1.49,11
Transparency - Secchi,2009-12-14 11:50:00,,1.31,11
Transparency - Secchi,2009-12-14 12:07:00,,1.87,11
Transparency - Secchi,2009-12-14 13:00:00,,2.09,11
Transparency - Secchi,2009-12-14 13:05:00,,2.16,11
Transparency - Secchi,2009-12-14 13:16:00,,2.1,11
Transparency - Secchi,2010-01-19 12:05:00,,2.03,11
Transparency - Secchi,2010-01-19 12:15:00,,1.82,11
Transparency - Secchi,2010-01-19 12:35:00,,2.0,11
Transparency - Secchi,2010-01-19 12:45:00,,2.01,11
Transparency - Secchi,2010-01-19 13:00:00,,1.9,11
Transparency - Secchi,2010-02-16 12:00:00,,1.84,11
Transparency - Secchi,2010-02-16 12:30:00,,1.84,11
Transparency - Secchi,2010-02-16 12:50:00,,1.95,11
Transparency - Secchi,2010-02-16 13:10:00,,1.78,11
Transparency - Secchi,2010-02-16 13:25:00,,1.82,11
Transparency - Secchi,2010-02-16 13:45:00,,2.1,11
Transparency - Secchi,2010-04-13 12:40:00,,1.16,11
Transparency - Secchi,2010-04-13 12:55:00,,1.49,11
Transparency - Secchi,2010-04-13 13:10:00,,1.74,11
Transparency - Secchi,2010-04-13 13:15:00,,1.8,11
Transparency - Secchi,2010-04-13 13:25:00,,1.18,11
Transparency - Secchi,2010-05-20 11:20:00,,2.28,11
Transparency - Secchi,2010-05-20 11:35:00,,2.51,11
Transparency - Secchi,2010-05-20 11:50:00,,2.25,11
Transparency - Secchi,2010-05-20 12:10:00,,2.1,11
Transparency - Secchi,2010-05-20 12:20:00,,2.31,11
Transparency - Secchi,2010-06-15 11:15:00,,3.7,11
Transparency - Secchi,2010-06-15 11:20:00,,3.11,11
Transparency - Secchi,2010-06-15 11:45:00,,2.5,11
Transparency - Secchi,2010-06-15 12:00:00,,3.07,11
Transparency - Secchi,2010-06-15 12:20:00,,2.81,11
Transparency - Secchi,2010-08-17 12:15:00,,1.21,11
Transparency - Secchi,2010-08-17 12:30:00,,2.03,11
Transparency - Secchi,2010-08-17 12:45:00,,2.76,11
Transparency - Secchi,2010-08-17 12:55:00,,2.71,11
Transparency - Secchi,2010-08-17 13:05:00,,2.29,11
Transparency - Secchi,2010-10-15 11:45:00,,1.81,11
Transparency - Secchi,2010-10-15 11:53:00,,1.8,11
Transparency - Secchi,2010-10-15 12:09:00,,1.58,11
Transparency - Secchi,2010-10-15 12:15:00,,1.78,11
Transparency - Secchi,2010-10-15 12:23:00,,1.61,11
Transparency - Secchi,2011-02-15 12:40:00,0.25,0.304,11
Transparency - Secchi,2011-02-15 12:55:00,0.25,0.265,11
Transparency - Secchi,2011-02-15 13:10:00,0.25,0.238,11
Transparency - Secchi,2011-02-15 13:20:00,0.25,0.306,11
Transparency - Secchi,2011-02-15 13:30:00,0.25,0.287,11
Transparency - Secchi,2011-03-15 12:18:00,0.25,0.362,11
Transparency - Secchi,2011-03-15 12:30:00,0.25,0.348,11
Transparency - Secchi,2011-03-15 12:46:00,0.25,0.241,11
Transparency - Secchi,2011-03-15 13:05:00,0.25,0.29,11
Transparency - Secchi,2011-03-15 13:14:00,0.25,0.322,11
Transparency - Secchi,2011-05-16 14:05:00,0.25,0.277,11
Transparency - Secchi,2011-05-16 14:10:00,0.25,0.299,11
Transparency - Secchi,2011-05-16 14:30:00,0.25,0.281,11
Transparency - Secchi,2011-05-16 14:35:00,0.25,0.333,11
Transparency - Secchi,2011-05-16 14:45:00,0.25,0.272,11
Transparency - Secchi,2012-07-10 13:30:00,0.2,2.3,11
Transparency - Secchi,2012-07-10 14:40:00,0.2,2.2,11
Transparency - Secchi,2012-07-10 14:40:00,0.2,2.4,11
Transparency - Secchi,2012-07-10 15:10:00,0.2,2.2,11
Transparency - Secchi,2012-07-10 15:35:00,0.2,2.8,11
Transparency - Secchi,2012-09-04 12:20:00,0.2,2.2,11
Transparency - Secchi,2012-09-04 13:15:00,0.2,2.3,11
Transparency - Secchi,2012-09-04 13:34:00,0.2,2.15,11
Transparency - Secchi,2012-09-04 13:52:00,0.2,2.2,11
Transparency - Secchi,2012-09-04 14:39:00,0.2,2.1,11
Transparency - Secchi,2012-11-08 11:05:00,0.2,2.31,11
Transparency - Secchi,2012-11-08 12:30:00,0.2,2.35,11
Transparency - Secchi,2012-11-08 12:43:00,0.2,2.2,11
Transparency - Secchi,2012-11-08 12:52:00,0.2,2.3,11
Transparency - Secchi,2012-11-08 12:58:00,0.2,2.1,11
Transparency - Secchi,2013-01-10 11:20:00,0.2,2.25,11
Transparency - Secchi,2013-01-10 11:35:00,0.2,2.35,11
Transparency - Secchi,2013-01-10 11:50:00,0.2,2.4,11
Transparency - Secchi,2013-01-10 12:00:00,0.2,2.35,11
Transparency - Secchi,2013-01-10 12:10:00,0.2,2.42,11
Transparency - Secchi,2013-03-07 11:00:00,0.2,2.4,11
Transparency - Secchi,2013-03-07 12:10:00,0.2,2.45,11
Transparency - Secchi,2013-03-07 12:21:00,0.2,2.41,11
Transparency - Secchi,2013-03-07 12:25:00,0.2,2.39,11
Transparency - Secchi,2013-03-07 12:41:00,0.2,2.41,11
Transparency - Secchi,2013-05-08 11:54:00,0.2,2.0,11
Transparency - Secchi,2013-05-08 12:58:00,0.2,1.8,11
Transparency - Secchi,2013-05-08 13:09:00,0.2,1.8,11
Transparency - Secchi,2013-05-08 13:24:00,0.2,1.7,11
Transparency - Secchi,2013-05-08 13:44:00,0.2,1.7,11
Transparency - Secchi,2013-06-19 11:01:00,0.2,2.1,11
Transparency - Secchi,2013-06-19 12:05:00,0.2,1.75,11
Transparency - Secchi,2013-06-19 12:15:00,0.2,2.0,11
Transparency - Secchi,2013-06-19 12:30:00,0.2,2.1,11
Transparency - Secchi,2013-06-19 12:40:00,0.2,1.7,11
Transparency - Secchi,2013-09-17 12:00:00,0.2,2.1,11
Transparency - Secchi,2013-09-17 12:50:00,0.2,1.9,11
Transparency - Secchi,2013-09-17 13:05:00,0.2,2.0,11
Transparency - Secchi,2013-09-17 13:20:00,0.2,2.1,11
Transparency - Secchi,2013-09-17 13:35:00,0.2,2.2,11
Transparency - Secchi,2013-11-12 14:20:00,0.2,2.4,11
Transparency - Secchi,2013-11-12 15:08:00,0.2,2.2,11
Transparency - Secchi,2013-11-12 15:20:00,0.2,2.0,11
Transparency - Secchi,2013-11-12 15:35:00,0.2,1.8,11
Transparency - Secchi,2013-11-12 16:00:00,0.2,2.0,11
Transparency - Secchi,2014-01-08 12:45:00,0,1.9,11
Transparency - Secchi,2014-01-08 13:05:00,0,2.4,11
Transparency - Secchi,2014-01-08 13:30:00,0,1.9,11
Transparency - Secchi,2014-01-08 14:00:00,0,2.9,11
Transparency - Secchi,2014-01-08 15:00:00,0,2.2,11
Transparency - Secchi,2014-03-05 09:50:00,0,2.69,11
Transparency - Secchi,2014-03-05 10:40:00,0,2.77,11
Transparency - Secchi,2014-03-05 12:45:00,0,1.76,11
Transparency - Secchi,2014-03-05 13:00:00,0,2.14,11
Transparency - Secchi,2014-03-05 13:15:00,0,2.08,11
Transparency - Secchi,2014-05-12 12:45:00,0,2.5,11
Transparency - Secchi,2014-05-12 13:08:00,0,2.0,11
Transparency - Secchi,2014-05-12 13:21:00,0,2.2,11
Transparency - Secchi,2014-05-12 13:39:00,0,2.26,11
Transparency - Secchi,2014-05-12 14:40:00,0,2.34,11
Transparency - Secchi,2014-07-23 08:10:00,0,2.45,11
Transparency - Secchi,2014-07-23 09:10:00,0,1.71,11
Transparency - Secchi,2014-07-23 09:20:00,0,1.71,11
Transparency - Secchi,2014-07-23 09:30:00,0,2.25,11
Transparency - Secchi,2014-07-23 10:15:00,0,2.01,11
Transparency - Secchi,2014-07-23 10:30:00,0,1.85,11
Transparency - Secchi,2014-09-18 09:20:00,0,1.65,11
Transparency - Secchi,2014-09-18 09:35:00,0,1.65,11
Transparency - Secchi,2014-09-18 09:50:00,0,1.6,11
Transparency - Secchi,2014-09-18 10:15:00,0,1.62,11
Transparency - Secchi,2014-09-18 10:25:00,0,1.68,11
Transparency - Secchi,2014-11-21 09:40:00,0,2.0,11
Transparency - Secchi,2014-11-21 10:05:00,0,1.95,11
Transparency - Secchi,2014-11-21 10:14:00,0,2.5,11
Transparency - Secchi,2014-11-21 10:30:00,0,2.05,11
Transparency - Secchi,2014-11-21 10:54:00,0,2.8,11
Transparency - Secchi,2015-02-23 10:16:00,0,3.16,11
Transparency - Secchi,2015-02-23 10:45:00,0,3.19,11
Transparency - Secchi,2015-05-14 09:15:00,0,0.35,11
Transparency - Secchi,2015-05-14 09:45:00,0,1.7,11
Transparency - Secchi,2015-05-14 10:30:00,0,0.38,11
Transparency - Secchi,2015-05-14 10:45:00,0,1.64,11
Transparency - Secchi,2015-05-27 11:50:00,0,0.9,11
Transparency - Secchi,2015-05-27 12:25:00,0,0.78,11
Transparency - Secchi,2015-05-27 12:50:00,0,1.25,11
Transparency - Secchi,2015-05-27 13:10:00,0,1.42,11
Transparency - Secchi,2015-05-27 13:25:00,0,1.25,11
Transparency - Secchi,2015-06-11 13:10:00,0,0.88,11
Transparency - Secchi,2015-06-11 13:30:00,0,0.92,11
Transparency - Secchi,2015-06-11 13:50:00,0,0.93,11
Transparency - Secchi,2015-06-11 14:05:00,0,1.07,11
Transparency - Secchi,2015-06-11 14:15:00,0,0.63,11
Transparency - Secchi,2015-07-22 09:15:00,0,1.4,11
Transparency - Secchi,2015-07-22 09:29:00,0,0.49,11
Transparency - Secchi,2015-07-22 09:45:00,0,0.9,11
Transparency - Secchi,2015-07-22 10:05:00,0,2.07,11
Transparency - Secchi,2015-07-22 10:20:00,0,1.22,11
Transparency - Secchi,2015-08-13 11:40:00,0,0.93,11
Transparency - Secchi,2015-08-13 12:05:00,0,1.04,11
Transparency - Secchi,2015-08-13 12:20:00,0,1.07,11
Transparency - Secchi,2015-08-13 13:15:00,0,1.14,11
Transparency - Secchi,2015-08-13 13:25:00,0,1.05,11
Transparency - Secchi,2015-09-15 08:45:00,0,1.77,11
Transparency - Secchi,2015-09-15 09:05:00,0,1.04,11
Transparency - Secchi,2015-09-15 09:30:00,0,1.24,11
Transparency - Secchi,2015-09-15 09:40:00,0,1.63,11
Transparency - Secchi,2015-09-15 10:20:00,0,1.56,11
Transparency - Secchi,2015-10-14 11:05:00,0,2.89,11
Transparency - Secchi,2015-10-14 11:20:00,0,1.85,11
Transparency - Secchi,2015-10-14 11:40:00,0,2.99,11
Transparency - Secchi,2015-10-14 12:25:00,0,2.84,11
Transparency - Secchi,2015-10-14 12:45:00,0,1.8,11
Transparency - Secchi,2015-11-24 10:30:00,0,2.56,11
Transparency - Secchi,2015-11-24 11:00:00,0,2.23,11
Transparency - Secchi,2015-11-24 11:25:00,0,2.2,11
Transparency - Secchi,2015-11-24 11:50:00,0,2.88,11
Transparency - Secchi,2015-11-24 12:05:00,0,2.3,11
Transparency - Secchi,2015-12-16 11:05:00,0,3.65,11
Transparency - Secchi,2015-12-16 11:40:00,0,3.25,11
Transparency - Secchi,2015-12-16 12:00:00,0,2.7,11
Transparency - Secchi,2015-12-16 12:35:00,0,3.6,11
Transparency - Secchi,2015-12-16 13:10:00,0,2.0,11
Transparency - Secchi,2016-01-20 11:20:00,0,2.9,11
Transparency - Secchi,2016-01-20 11:35:00,0,2.9,11
Transparency - Secchi,2016-01-20 12:15:00,0,2.9,11
Transparency - Secchi,2016-01-20 12:34:00,0,2.63,11
Transparency - Secchi,2016-01-20 12:45:00,0,2.0,11
Transparency - Secchi,2016-03-23 11:30:00,0,1.85,11
Transparency - Secchi,2016-03-23 11:40:00,0,0.85,11
Transparency - Secchi,2016-03-23 11:50:00,0,1.4,11
Transparency - Secchi,2016-03-23 12:08:00,0,1.34,11
Transparency - Secchi,2016-03-23 12:30:00,0,1.42,11
Transparency - Secchi,2016-04-29 10:15:00,0,1.58,11
Transparency - Secchi,2016-04-29 10:35:00,0,1.3,11
Transparency - Secchi,2016-04-29 11:10:00,0,0.43,11
Transparency - Secchi,2016-04-29 11:30:00,0,1.45,11
Transparency - Secchi,2016-04-29 12:00:00,0,1.0,11
Transparency - Secchi,2016-05-26 11:30:00,0,0.6,11
Transparency - Secchi,2016-05-26 11:35:00,0,0.61,11
Transparency - Secchi,2016-05-26 12:15:00,0,0.67,11
Transparency - Secchi,2016-05-26 12:30:00,0,0.81,11
Transparency - Secchi,2016-05-26 12:35:00,0,0.76,11
Transparency - Secchi,2016-06-22 08:25:00,0,1.18,11
Transparency - Secchi,2016-06-22 08:35:00,0,1.18,11
Transparency - Secchi,2016-06-22 08:50:00,0,1.61,11
Transparency - Secchi,2016-06-22 09:00:00,0,1.2,11
Transparency - Secchi,2016-06-22 09:15:00,0,1.19,11
Transparency - Secchi,2016-07-21 09:30:00,0,1.33,11
Transparency - Secchi,2016-07-21 09:45:00,0,1.13,11
Transparency - Secchi,2016-07-21 09:50:00,0,1.22,11
Transparency - Secchi,2016-07-21 10:00:00,0,1.18,11
Transparency - Secchi,2016-07-21 10:10:00,0,1.32,11
Transparency - Secchi,2016-08-25 08:45:00,0,1.6,11
Transparency - Secchi,2016-08-25 09:00:00,0,1.7,11
Transparency - Secchi,2016-08-25 09:05:00,0,1.52,11
Transparency - Secchi,2016-08-25 09:20:00,0,1.39,11
Transparency - Secchi,2016-08-25 09:45:00,0,1.38,11
Transparency - Secchi,2016-09-14 09:20:00,0,1.7,11
Transparency - Secchi,2016-09-14 09:30:00,0,1.81,11
Transparency - Secchi,2016-09-14 09:40:00,0,1.6,11
Transparency - Secchi,2016-09-14 09:45:00,0,1.5,11
Transparency - Secchi,2016-09-14 10:00:00,0,1.84,11
Transparency - Secchi,2016-10-18 09:30:00,0,1.33,11
Transparency - Secchi,2016-10-18 14:45:00,0,1.47,11
Transparency - Secchi,2016-10-18 15:10:00,0,1.4,11
Transparency - Secchi,2016-10-18 15:20:00,0,1.43,11
Transparency - Secchi,2016-10-18 15:30:00,0,1.56,11
Transparency - Secchi,2016-11-25 08:50:00,0,1.61,11
Transparency - Secchi,2016-11-25 09:00:00,0,1.55,11
Transparency - Secchi,2016-11-25 09:35:00,0,1.5,11
Transparency - Secchi,2016-11-25 09:40:00,0,1.62,11
Transparency - Secchi,2016-12-21 08:50:00,0,1.8,11
Transparency - Secchi,2016-12-21 09:00:00,0,1.74,11
Transparency - Secchi,2016-12-21 09:20:00,0,1.89,11
Transparency - Secchi,2016-12-21 09:25:00,0,1.84,11
Transparency - Secchi,2016-12-21 09:35:00,0,1.81,11
Transparency - Secchi,2017-01-27 12:10:00,0,1.81,11
Transparency - Secchi,2017-01-27 12:20:00,0,1.84,11
Transparency - Secchi,2017-01-27 12:30:00,0,2.14,11
Transparency - Secchi,2017-01-27 12:35:00,0,1.9,11
Transparency - Secchi,2017-01-27 12:45:00,0,2.3,11
Transparency - Secchi,2017-02-22 14:00:00,0,2.02,11
Transparency - Secchi,2017-02-22 14:05:00,0,1.8,11
Transparency - Secchi,2017-02-22 14:10:00,0,1.76,11
Transparency - Secchi,2017-02-22 14:20:00,0,1.71,11
Transparency - Secchi,2017-02-22 14:30:00,0,1.69,11
Transparency - Secchi,2017-03-29 12:00:00,0,1.63,11
Transparency - Secchi,2017-03-29 12:10:00,0,1.51,11
Transparency - Secchi,2017-03-29 12:15:00,0,1.27,11
Transparency - Secchi,2017-03-29 12:25:00,0,1.58,11
Transparency - Secchi,2017-03-29 12:35:00,0,1.64,11
Transparency - Secchi,2017-04-27 16:40:00,0,1.95,11
Transparency - Secchi,2017-04-27 16:55:00,0,2.43,11
Transparency - Secchi,2017-04-27 17:05:00,0,1.9,11
Transparency - Secchi,2017-04-27 17:10:00,0,2.7,11
Transparency - Secchi,2017-04-27 17:20:00,0,2.65,11
Transparency - Secchi,2017-05-24 08:45:00,0,3.6,11
Transparency - Secchi,2017-05-24 09:00:00,0,2.0,11
Transparency - Secchi,2017-05-24 09:05:00,0,2.92,11
Transparency - Secchi,2017-05-24 09:15:00,0,2.2,11
Transparency - Secchi,2017-05-24 09:25:00,0,3.3,11
Transparency - Secchi,2017-06-21 13:35:00,0,3.38,11
Transparency - Secchi,2017-06-21 13:45:00,0,2.33,11
Transparency - Secchi,2017-06-21 13:50:00,0,3.9,11
Transparency - Secchi,2017-06-21 14:00:00,0,1.9,11
