Variable,Date,Depth,Data,QC
Phosphorus as P - Total,16/02/2024 10:20,0.2,0.045,4
Phosphorus as P - Total,25/01/2024 11:20,0.2,0.032,4
Phosphorus as P - Total,8/02/2024 15:05,0.2,0.08,4
Phosphorus as P - Total,18/01/2024 15:30,0.2,0.03,4
Phosphorus as P - Total,8/01/2024 14:55,0.2,0.027,4
Phosphorus as P - Total,5/01/2024 12:10,0.2,0.025,4
Phosphorus as P - Total,18/12/2023 12:30,0.2,0.027,4
Phosphorus as P - Total,14/12/2023 12:20,0.2,0.033,4
Phosphorus as P - Total,7/12/2023 10:55,0.2,0.023,4
Phosphorus as P - Total,29/11/2023 11:00,0.2,0.026,4
Phosphorus as P - Total,22/11/2023 15:10,0.2,0.027,4
Phosphorus as P - Total,10/11/2023 16:55,0.2,0.026,4
Phosphorus as P - Total,2/11/2023 16:20,0.2,0.023,4
Phosphorus as P - Total,10/10/2023 15:30,0.2,0.03,4
Phosphorus as P - Total,17/10/2023 16:00,0.2,0.026,4
Phosphorus as P - Total,4/10/2023 15:45,0.2,0.033,4
Phosphorus as P - Total,28/09/2023 12:30,0.2,0.033,4
Phosphorus as P - Total,20/09/2023 11:15,0.2,0.04,4
Phosphorus as P - Total,13/09/2023 15:35,0.2,0.037,4
Phosphorus as P - Total,30/08/2023 13:40,0.2,0.04,4
Phosphorus as P - Total,23/08/2023 12:00,0.2,0.036,4
Phosphorus as P - Total,6/09/2023 13:05,0.2,0.038,4
Phosphorus as P - Total,15/08/2023 16:00,0.2,0.049,4
Phosphorus as P - Total,10/08/2023 13:05,0.2,0.046,4
Phosphorus as P - Total,2/08/2023 12:20,0.2,0.046,4
Phosphorus as P - Total,6/07/2023 10:50,0.2,0.044,4
Phosphorus as P - Total,19/07/2023 11:17,0.2,0.045,4
Phosphorus as P - Total,20/04/2023 13:25,0.2,0.031,4
Phosphorus as P - Total,7/06/2023 13:00,0.2,0.052,4
Phosphorus as P - Total,24/05/2023 15:25,0.2,0.047,4
Phosphorus as P - Total,28/04/2023 11:30,0.2,0.034,4
Phosphorus as P - Total,5/04/2023 12:25,0.2,0.034,4
Phosphorus as P - Total,22/06/2023 13:30,0.2,0.049,4
Phosphorus as P - Total,12/05/2023 12:15,0.2,0.042,4
Phosphorus as P - Total,14/04/2023 11:20,0.2,0.032,4
Phosphorus as P - Total,31/03/2023 11:15,0.2,0.033,4
Phosphorus as P - Total,20/03/2023 12:15,0.2,0.027,4
Phosphorus as P - Total,30/08/2022 12:40,0.2,0.025,4
Phosphorus as P - Total,27/05/2022 13:15,0.2,0.016,4
Phosphorus as P - Total,29/04/2022 12:00,0.2,0.016,4
Phosphorus as P - Total,22/06/2021 14:20,0.2,0.018,4
Phosphorus as P - Total,21/05/2021 15:00,0.2,0.025,4
Phosphorus as P - Total,10/06/2020 12:30,0.2,0.021,4
Phosphorus as P - Total,13/05/2020 11:30,0.2,0.021,4
