Variable,Date,Depth,Data,QC
Cryptophyta (Chroomonas sp.),22/11/2023 15:10,0.2,370.0,4
Cryptophyta (Chroomonas sp.),10/11/2023 16:55,0.2,39.0,4
Cryptophyta (Chroomonas sp.),22/06/2021 14:20,0.2,1.0,4
Cryptophyta (Chroomonas sp.),21/05/2021 15:00,0.2,20.0,4
Cryptophyta (Chroomonas sp.),10/06/2020 12:30,0.2,59.0,4
Cryptophyta (Chroomonas sp.),19/11/2019 12:10,0.2,2.0,4
Cryptophyta (Chroomonas sp.),22/10/2019 12:25,0.2,370.0,4
Cryptophyta (Chroomonas sp.),26/09/2019 10:55,0.2,47.0,4
Cryptophyta (Chroomonas sp.),27/08/2019 16:55,0.2,400.0,4
Cryptophyta (Chroomonas sp.),23/07/2019 14:30,0.2,670.0,4
Cryptophyta (Chroomonas sp.),13/09/2018 14:15,0.2,380.0,4
Cryptophyta (Chroomonas sp.),19/06/2019 16:15,0.2,350.0,4
Cryptophyta (Chroomonas sp.),16/04/2019 17:35,0.2,150.0,4
Cryptophyta (Chroomonas sp.),28/11/2018 9:25,0.2,84.0,4
Cryptophyta (Chroomonas sp.),21/05/2019 17:10,0.2,190.0,4
Cryptophyta (Chroomonas sp.),19/07/2018 11:00,0.2,310.0,4
Cryptophyta (Chroomonas sp.),8/05/2018 16:20,0.2,1.0,4
Cryptophyta (Chroomonas sp.),22/03/2018 12:55,0.2,1.0,4
Cryptophyta (Chroomonas sp.),11/01/2018 15:50,0.2,1.0,4
Cryptophyta (Chroomonas sp.),25/07/2017 14:20,0.2,19.0,4
Cryptophyta (Chroomonas sp.),21/06/2017 14:05,0.2,110.0,4
Cryptophyta (Chroomonas sp.),25/11/2016 9:00,0.2,96.0,4
Cryptophyta (Chroomonas sp.),29/03/2017 12:35,0.2,20.0,4
Cryptophyta (Chroomonas sp.),18/10/2016 15:30,0.2,140.0,4
Cryptophyta (Chroomonas sp.),24/05/2017 9:25,0.2,2.0,4
Cryptophyta (Chroomonas sp.),21/07/2016 10:10,0.2,380.0,4
Cryptophyta (Chroomonas sp.),22/06/2016 9:15,0.2,190.0,4
Cryptophyta (Chroomonas sp.),26/05/2016 12:30,0.2,980.0,4
Cryptophyta (Chroomonas sp.),29/04/2016 10:45,0.2,430.0,4
Cryptophyta (Chroomonas sp.),23/03/2016 12:50,0.2,390.0,4
Cryptophyta (Chroomonas sp.),20/01/2016 11:45,0.2,180.0,4
Cryptophyta (Chroomonas sp.),16/12/2015 11:40,0.2,39.0,4
Cryptophyta (Chroomonas sp.),24/11/2015 11:00,0.2,330.0,4
Cryptophyta (Chroomonas sp.),14/10/2015 11:45,0.2,230.0,4
Cryptophyta (Chroomonas sp.),15/09/2015 10:35,0.2,390.0,4
Cryptophyta (Chroomonas sp.),13/08/2015 13:30,0.2,290.0,4
Cryptophyta (Chroomonas sp.),22/07/2015 10:20,0.2,290.0,4
Cryptophyta (Chroomonas sp.),27/05/2015 13:35,0.2,250.0,4
Cryptophyta (Chroomonas sp.),14/05/2015 9:56,0.2,730.0,4
Cryptophyta (Chroomonas sp.),28/04/2015 13:20,0.2,270.0,4
Cryptophyta (Chroomonas sp.),23/02/2015 12:39,0.2,180.0,4
Cryptophyta (Chroomonas sp.),28/01/2015 11:20,0.2,150.0,4
Cryptophyta (Chroomonas sp.),21/11/2014 11:30,0.2,130.0,4
Cryptophyta (Chroomonas sp.),18/09/2014 9:50,0.2,210.0,4
Cryptophyta (Chroomonas sp.),23/07/2014 9:40,0.2,130.0,4
Cryptophyta (Chroomonas sp.),12/05/2014 13:45,0.2,350.0,4
Cryptophyta (Chroomonas sp.),8/01/2014 15:00,0.2,58.0,4
