ISOTime,Wx,Wy,Atemp,Rel_Hum,Sol_Rad,Clouds 
01/11/2022 00:00:00,5.033462,0.887535,0.200000,93.000000,0.000000,0.000000 
01/11/2022 01:00:00,3.127314,1.805556,0.000000,94.000000,0.000000,0.000000 
01/11/2022 02:00:00,2.453642,0.893053,0.200000,96.000000,0.000000,0.000000 
01/11/2022 03:00:00,1.617205,1.356996,0.100000,97.000000,0.000000,0.000000 
01/11/2022 04:00:00,2.383249,1.999784,0.300000,98.000000,0.000000,0.000000 
01/11/2022 05:00:00,1.999784,2.383249,0.200000,98.000000,0.000000,0.000000 
01/11/2022 06:00:00,2.305556,3.993339,0.200000,98.000000,50.874070,0.000000 
01/11/2022 07:00:00,2.555556,4.426352,0.300000,99.000000,250.409326,0.000000 
01/11/2022 08:00:00,2.847222,4.931534,0.700000,99.000000,460.486884,0.000000 
01/11/2022 09:00:00,3.347222,5.797559,0.800000,99.000000,653.266662,0.000000 
01/11/2022 10:00:00,4.945894,5.894286,0.900000,99.000000,811.979582,0.000000 
01/11/2022 11:00:00,4.945894,5.894286,1.400000,98.000000,923.971765,0.000000 
01/11/2022 12:00:00,5.588681,6.660331,1.900000,97.000000,980.595876,0.000000 
01/11/2022 13:00:00,3.847222,6.663584,2.600000,97.000000,977.537676,0.000000 
01/11/2022 14:00:00,3.847222,6.663584,3.300000,95.000000,915.029340,0.000000 
01/11/2022 15:00:00,5.152778,8.924873,3.700000,89.000000,797.837425,0.000000 
01/11/2022 16:00:00,3.847222,6.663584,3.000000,94.000000,635.030090,0.000000 
01/11/2022 17:00:00,3.847222,6.663584,3.000000,89.000000,439.655043,0.000000 
01/11/2022 18:00:00,3.347222,5.797559,2.400000,95.000000,228.988708,0.000000 
01/11/2022 19:00:00,3.347222,5.797559,1.900000,97.000000,34.600033,0.000000 
01/11/2022 20:00:00,2.118625,5.820874,1.200000,97.000000,0.000000,0.000000 
01/11/2022 21:00:00,3.660318,4.362197,0.700000,98.000000,0.000000,0.000000 
01/11/2022 22:00:00,4.745220,3.981712,0.600000,97.000000,0.000000,0.000000 
01/11/2022 23:00:00,4.426352,2.555556,0.600000,98.000000,0.000000,0.000000 
02/11/2022 00:00:00,3.863181,1.406083,0.400000,98.000000,0.000000,0.000000 
02/11/2022 01:00:00,3.149294,2.642571,0.300000,97.000000,0.000000,0.000000 
02/11/2022 02:00:00,3.660318,4.362197,-0.200000,96.000000,0.000000,0.000000 
02/11/2022 03:00:00,-0.000000,-0.000000,-0.300000,95.000000,0.000000,0.000000 
02/11/2022 04:00:00,-0.000000,-0.000000,-0.500000,95.000000,0.000000,0.000000 
02/11/2022 05:00:00,-0.000000,-0.000000,-0.400000,91.000000,0.000000,0.000000 
02/11/2022 06:00:00,-0.000000,-0.000000,-1.300000,89.000000,54.316054,0.000000 
02/11/2022 07:00:00,-0.000000,-0.000000,-2.000000,92.000000,254.500068,0.000000 
02/11/2022 08:00:00,-0.000000,-0.000000,-1.400000,93.000000,464.543844,0.000000 
02/11/2022 09:00:00,-0.000000,-0.000000,-1.000000,91.000000,657.217506,0.000000 
02/11/2022 10:00:00,0.000000,0.000000,-0.300000,88.000000,815.822309,0.000000 
02/11/2022 11:00:00,3.127314,1.805556,0.800000,88.000000,927.731803,0.000000 
02/11/2022 12:00:00,4.611111,0.000000,1.300000,87.000000,984.312704,0.000000 
02/11/2022 13:00:00,4.048654,-0.713887,2.300000,80.000000,981.256991,0.000000 
02/11/2022 14:00:00,5.033462,0.887535,3.200000,79.000000,918.796502,0.000000 
02/11/2022 15:00:00,4.541058,0.800711,3.700000,81.000000,801.690859,0.000000 
02/11/2022 16:00:00,3.393334,-1.235073,3.600000,76.000000,638.993176,0.000000 
02/11/2022 17:00:00,2.923488,-1.064063,2.900000,83.000000,443.721574,0.000000 
02/11/2022 18:00:00,3.863181,-1.406083,1.400000,87.000000,233.071965,0.000000 
02/11/2022 19:00:00,2.261289,-1.305556,0.400000,90.000000,37.724783,0.000000 
02/11/2022 20:00:00,0.342020,-0.939693,-0.400000,92.000000,0.000000,0.000000 
02/11/2022 21:00:00,1.555556,-2.694301,0.400000,92.000000,0.000000,0.000000 
02/11/2022 22:00:00,0.000000,-1.000000,0.100000,92.000000,0.000000,0.000000 
02/11/2022 23:00:00,3.393334,-1.235073,0.800000,92.000000,0.000000,0.000000 
03/11/2022 00:00:00,-0.893053,-2.453642,1.100000,92.000000,0.000000,0.000000 
03/11/2022 01:00:00,3.063846,-0.540239,1.200000,91.000000,0.000000,0.000000 
03/11/2022 02:00:00,1.678390,-2.000227,2.100000,93.000000,0.000000,0.000000 
03/11/2022 03:00:00,3.560327,-2.055556,2.700000,92.000000,0.000000,0.000000 
03/11/2022 04:00:00,4.802873,-1.748103,2.900000,91.000000,0.000000,0.000000 
03/11/2022 05:00:00,1.305556,-2.261289,2.700000,89.000000,0.000000,0.000000 
03/11/2022 06:00:00,1.805556,-3.127314,2.900000,90.000000,57.728454,0.000000 
03/11/2022 07:00:00,1.805556,-3.127314,3.000000,85.000000,258.492683,0.000000 
03/11/2022 08:00:00,2.055556,-3.560327,3.000000,86.000000,468.495124,0.000000 
03/11/2022 09:00:00,1.235073,-3.393334,2.500000,87.000000,661.063009,0.000000 
03/11/2022 10:00:00,-0.713887,-4.048654,2.600000,86.000000,819.564926,0.000000 
03/11/2022 11:00:00,0.000000,-3.611111,3.000000,82.000000,931.400737,0.000000 
03/11/2022 12:00:00,0.887535,-5.033462,3.200000,90.000000,987.950276,0.000000 
03/11/2022 13:00:00,0.988830,-5.607933,3.500000,90.000000,984.910759,0.000000 
03/11/2022 14:00:00,1.947615,-5.351027,3.400000,88.000000,922.512654,0.000000 
03/11/2022 15:00:00,2.847222,-4.931534,3.900000,85.000000,805.507609,0.000000 
03/11/2022 16:00:00,2.305556,-3.993339,4.000000,86.000000,642.932766,0.000000 
03/11/2022 17:00:00,2.847222,-4.931534,3.900000,87.000000,447.776094,0.000000 
