"TOA5","Wind","CR200X","No_SN","CR200X.Std.01","Wind Monitoring3.CR2","57348","WindData"
"TIMESTAMP","RECORD","battVolt","windRun","windSpeed","windSpeed_Min","windSpeed_Max","windSpeed_Avg","windDir_Avg","windDir_stdDev"
"TS","RN","","","","","","","",""
"","","Smp","Smp","Smp","Min","Max","WVc","WVc","WVc"
"2015-11-19 16:30:00",26221,14.25535,2.639492E+007,0.8,0.4,8.2,3.195835,329.0957,44.38035
"2015-11-19 16:40:00",26222,14.24863,2.639658E+007,1.8,0,8.2,2.756333,320.2108,50.6762
"2015-11-19 16:50:00",26223,14.26291,2.639833E+007,5.8,0.1,8.400001,2.911165,301.9837,58.21889
"2015-11-19 17:00:00",26224,14.27298,2.639956E+007,4.4,0,6.5,2.078167,320.2997,50.36876
"2015-11-19 17:10:00",26225,14.2671,2.640098E+007,1.3,0,7.1,2.366167,301.1422,51.94746
"2015-11-19 17:20:00",26226,14.28389,2.640223E+007,1,0,5,2.071666,294.4569,47.15801
"2015-11-19 17:30:00",26227,14.3032,2.640332E+007,3.8,0,5.8,1.790167,277.2144,37.23454
"2015-11-19 17:40:00",26228,13.27656,2.640559E+007,1.3,0.9,9,3.727998,278.3489,36.36971
"2015-11-19 17:50:00",26229,13.11623,2.640708E+007,1.3,0,6.5,2.466667,284.6103,29.02981
"2015-11-19 18:00:00",26230,13.05999,2.640938E+007,3.8,0.5,11,3.796333,301.0608,34.84348
"2015-11-19 18:10:00",26231,13.05411,2.641103E+007,3.8,0,7,2.761166,307.0269,33.68993
"2015-11-19 18:20:00",26232,13.02725,2.641269E+007,7.1,0,7.2,2.728167,312.8329,36.62271
"2015-11-19 18:30:00",26233,13.00459,2.641426E+007,2.2,0,8.1,2.650334,301.8436,47.26949
"2015-11-19 18:40:00",26234,12.99199,2.641572E+007,1.6,0,7.3,2.4145,275.5691,57.30414
"2015-11-19 18:50:00",26235,12.97185,2.641736E+007,2.1,0.3,7.1,2.694499,295.9713,33.91865
"2015-11-19 19:00:00",26236,12.94499,2.641895E+007,3.1,0.3,7.1,2.674834,293.6485,47.17657
"2015-11-19 19:10:00",26237,12.94247,2.641998E+007,1.6,0,5.5,1.719666,296.3677,46.71074
"2015-11-19 19:20:00",26238,12.92484,2.64207E+007,0.9,0,4.4,1.162,267.4451,50.3397
"2015-11-19 19:30:00",26239,12.92904,2.642172E+007,0.8,0.1,4.5,1.732167,244.3872,46.39063
"2015-11-19 19:40:00",26240,12.92484,2.642269E+007,2.9,0,4.8,1.649833,271.7688,40.74574
"2015-11-19 19:50:00",26241,12.92064,2.642415E+007,0.4,0,7.8,2.472501,291.1341,38.10287
"2015-11-19 20:00:00",26242,12.91728,2.642531E+007,0.7,0,5.1,1.919501,278.3063,34.51201
"2015-11-19 20:10:00",26243,12.91812,2.642658E+007,1.8,0,5.5,2.142334,282.8411,37.09726
"2015-11-19 20:20:00",26244,12.91477,2.642792E+007,1,0.4,4.7,2.194167,284.2426,30.43673
"2015-11-19 20:30:00",26245,12.90889,2.642903E+007,4,0,5.7,1.865666,263.9392,39.83732
"2015-11-19 20:40:00",26246,12.89882,2.643021E+007,1.2,0,5.4,1.9495,281.3344,34.96347
"2015-11-19 20:50:00",26247,12.9005,2.643162E+007,1.8,0.2,6.4,2.348667,301.0517,29.68628
