"TOA5","Wind","CR200X","No_SN","CR200X.Std.01","Wind Monitoring1.CR2","57348","WindData"
"TIMESTAMP","RECORD","battVolt","windRun","windSpeed","windSpeed_Min","windSpeed_Max","windSpeed_Avg","windDir_Avg","windDir_stdDev"
"TS","RN","","","","","","","",""
"","","Smp","Smp","Smp","Min","Max","WVc","WVc","WVc"
"2016-12-21 12:40:00",84674,14.55251,1.959893E+008,5.1,4,10.8,7.167,258.6046,14.79304
"2016-12-21 12:50:00",84675,14.54999,1.95991E+008,8.5,3,10.2,6.854831,264.2484,15.49497
"2016-12-21 13:00:00",84676,14.55251,1.959926E+008,6.8,2.7,10.3,6.645163,268.3535,17.69551
"2016-12-21 13:10:00",84677,14.5374,1.959932E+008,8.1,3.2,9.900001,6.083999,263.9105,14.90565
"2016-12-21 13:20:00",84678,14.53153,1.959949E+008,4.7,2.2,10.1,6.364668,277.199,14.97013
"2016-12-21 13:30:00",84679,14.53404,1.959961E+008,6,3.3,9.8,6.585165,275.8718,12.10002
"2016-12-21 13:40:00",84680,14.52397,1.959965E+008,6.5,1.9,8.900001,5.740669,269.6364,15.18743
"2016-12-21 13:50:00",84681,14.52481,1.959975E+008,4.4,2.7,9.8,6.305668,264.9485,17.03882
"2016-12-21 14:00:00",84682,14.54831,1.959988E+008,7.1,3.3,10,6.636333,268.1492,16.7366
"2016-12-21 14:10:00",84683,14.51977,1.960009E+008,6,3.3,12,6.907498,262.433,14.06561
"2016-12-21 14:20:00",84684,14.50634,1.960033E+008,8.900001,3.7,10.7,7.058831,271.1478,15.19469
"2016-12-21 14:30:00",84685,14.5139,1.960066E+008,5.3,3.1,10.9,7.211505,272.4013,18.31116
"2016-12-21 14:40:00",84686,14.50382,1.960114E+008,6.6,3.2,11.3,7.819,249.4096,17.39971
"2016-12-21 14:50:00",84687,14.51558,1.96015E+008,9.5,4.1,11.4,7.480168,261.1693,14.72277
"2016-12-21 15:00:00",84688,14.50215,1.960195E+008,7,3.4,11.6,7.871332,264.6584,16.76639
"2016-12-21 15:10:00",84689,14.51306,1.960272E+008,10.4,3.2,13.6,9.17583,244.0373,10.87111
"2016-12-21 15:20:00",84690,14.51474,1.960331E+008,7.9,5.2,11.9,8.374004,235.089,9.984283
"2016-12-21 15:30:00",84691,14.51138,1.960422E+008,9.900001,5.9,12.9,9.58633,237.4706,9.011345
"2016-12-21 15:40:00",84692,14.52565,1.960517E+008,11.4,7.1,14.2,10.90882,235.3349,8.24046
"2016-12-21 15:50:00",84693,14.52901,1.960608E+008,8.3,5.5,13.3,10.26617,240.4044,11.19562
"2016-12-21 16:00:00",84694,14.53236,1.960677E+008,8.3,4.9,14,8.966999,258.7466,13.3494
"2016-12-21 16:10:00",84695,14.52229,1.96074E+008,6.6,4,12.5,8.603998,253.3165,16.5547
"2016-12-21 16:20:00",84696,14.52565,1.960815E+008,8.900001,5.2,13.4,9.305667,249.9653,15.56607
"2016-12-21 16:30:00",84697,14.51977,1.960878E+008,7.6,4.5,12.8,8.508331,246.6094,13.07656
"2016-12-21 16:40:00",84698,14.53069,1.960963E+008,11.8,4.9,14,10.0785,249.8654,12.39612
"2016-12-21 16:50:00",84699,14.53824,1.961053E+008,10.7,6,14,10.2285,247.4364,11.39493
"2016-12-21 17:00:00",84700,14.54328,1.961148E+008,12.2,7.8,14.6,11.355,236.1043,7.735312
